# 192.970000 26.264000
# bytecnt, realBegin, caluPerBegin, realEnd, caluPerEnd
    167498,     72038,     72166,    167254,    167004
    167500,     72042,     72205,    167256,    167043
    167448,     71987,     72151,    167204,    166989
    167474,     72008,     72229,    167230,    167067
    167465,     72000,     72194,    167220,    167032
    167464,     71992,     72202,    167220,    167040
    167492,     72023,     72231,    167248,    167069
    167453,     71987,     72164,    167209,    167002
    167451,     71979,     72201,    167207,    167039
    167494,     72025,     72246,    167250,    167084
    167464,     71999,     72173,    167219,    167011
    167465,     71985,     72204,    167220,    167042
    167488,     72020,     72226,    167244,    167064
    167476,     72001,     72191,    167231,    167029
    167448,     71985,     72175,    167204,    167013
    167463,     71994,     72218,    167219,    167056
    167539,     72065,     72279,    167294,    167117
    167468,     72002,     72132,    167224,    166970
    167493,     72021,     72228,    167249,    167066
    167496,     72031,     72206,    167251,    167044
    167497,     72033,     72204,    167253,    167042
    167527,     72056,     72233,    167283,    167071
    167478,     72013,     72154,    167233,    166992
    167496,     72026,     72221,    167252,    167059
    167535,     72064,     72242,    167291,    167080
    167527,     72058,     72195,    167283,    167033
    167473,     72004,     72149,    167228,    166987
    167504,     72036,     72234,    167259,    167072
    167483,     72012,     72182,    167238,    167020
    167493,     72022,     72213,    167249,    167051
    167467,     72002,     72177,    167222,    167015
    167519,     72054,     72255,    167274,    167093
    167497,     72030,     72181,    167252,    167019
    167520,     72050,     72226,    167276,    167064
    167508,     72039,     72191,    167264,    167029
    167514,     72054,     72209,    167270,    167047
    167506,     72043,     72195,    167262,    167033
    167539,     72076,     72236,    167295,    167074
    167508,     72039,     72172,    167264,    167010
    167502,     72034,     72197,    167257,    167035
    167495,     72028,     72196,    167251,    167034
    167451,     71993,     72159,    167207,    166997
    167497,     72030,     72249,    167253,    167087
    167508,     72040,     72214,    167263,    167052
    167543,     72082,     72238,    167299,    167076
    167528,     72061,     72188,    167283,    167026
    167479,     72008,     72154,    167235,    166992
    167492,     72029,     72216,    167248,    167054
    167520,     72059,     72231,    167276,    167069
    167457,     71994,     72140,    167213,    166978
    167542,     72069,     72288,    167298,    167126
    167506,     72043,     72167,    167262,    167005
    167545,     72079,     72242,    167300,    167080
    167493,     72028,     72151,    167249,    166989
    167511,     72045,     72221,    167267,    167059
    167491,     72023,     72183,    167246,    167021
    167481,     72009,     72193,    167237,    167031
    167453,     71987,     72175,    167209,    167013
    167498,     72032,     72248,    167254,    167086
    167520,     72054,     72225,    167276,    167063
    167519,     72062,     72202,    167274,    167040
    167474,     72008,     72158,    167230,    166996
    167513,     72045,     72242,    167269,    167080
    167470,     72005,     72160,    167226,    166998
    167492,     72024,     72225,    167247,    167063
    167509,     72046,     72220,    167265,    167058
    167486,     72020,     72180,    167242,    167018
    167512,     72044,     72229,    167267,    167067
    167512,     72041,     72203,    167267,    167041
    167509,     72040,     72200,    167264,    167038
    167494,     72022,     72188,    167250,    167026
    167498,     72030,     72207,    167254,    167045
    167527,     72061,     72232,    167283,    167070
    167512,     72040,     72188,    167267,    167026
    167494,     72028,     72185,    167249,    167023
    167481,     72012,     72190,    167237,    167028
    167500,     72031,     72222,    167255,    167060
    167454,     71988,     72157,    167210,    166995
    167429,     71964,     72178,    167184,    167016
    167481,     72007,     72255,    167236,    167093
    167492,     72025,     72214,    167247,    167052
    167514,     72053,     72225,    167270,    167063
    167471,     72007,     72160,    167227,    166998
    167484,     72016,     72216,    167239,    167054
    167440,     71966,     72159,    167195,    166997
    167479,     72014,     72242,    167235,    167080
    167486,     72025,     72210,    167242,    167048
    167450,     71987,     72167,    167206,    167005
    167511,     72045,     72264,    167267,    167102
    167497,     72028,     72189,    167252,    167027
    167481,     72016,     72187,    167236,    167025
    167487,     72021,     72209,    167243,    167047
    167446,     71974,     72162,    167201,    167000
    167459,     71990,     72216,    167215,    167054
    167468,     71999,     72212,    167223,    167050
    167484,     72015,     72219,    167239,    167057
    167469,     72009,     72188,    167225,    167026
    167504,     72041,     72238,    167260,    167076
    167478,     72009,     72177,    167233,    167015
    167499,     72031,     72224,    167255,    167062
    167469,     71999,     72173,    167225,    167011
    167464,     71995,     72198,    167220,    167036
    167448,     71987,     72187,    167204,    167025
    167426,     71963,     72181,    167181,    167019
    167453,     71991,     72230,    167208,    167068
    167465,     72001,     72215,    167220,    167053
    167435,     71970,     72173,    167190,    167011
    167443,     71983,     72211,    167198,    167049
    167439,     71973,     72199,    167195,    167037
    167470,     71998,     72234,    167226,    167072
    167481,     72018,     72214,    167237,    167052
    167482,     72022,     72204,    167238,    167042
    167534,     72071,     72255,    167290,    167093
    167508,     72038,     72177,    167264,    167015
    167517,     72052,     72212,    167272,    167050
    167485,     72018,     72171,    167241,    167009
    167500,     72034,     72218,    167256,    167056
    167527,     72068,     72230,    167282,    167068
    167496,     72030,     72172,    167251,    167010
    167503,     72032,     72210,    167258,    167048
    167510,     72047,     72210,    167266,    167048
    167502,     72041,     72195,    167258,    167033
    167494,     72022,     72195,    167249,    167033
    167477,     72009,     72186,    167232,    167024
    167473,     72002,     72199,    167229,    167037
    167483,     72016,     72213,    167239,    167051
    167485,     72015,     72205,    167240,    167043
    167482,     72019,     72200,    167237,    167038
    167456,     71995,     72177,    167212,    167015
    167441,     71977,     72188,    167197,    167026
    167431,     71968,     72193,    167187,    167031
    167479,     72013,     72251,    167234,    167089
    167462,     71996,     72186,    167218,    167024
    167497,     72029,     72238,    167252,    167076
    167486,     72015,     72192,    167241,    167030
    167478,     72009,     72195,    167233,    167033
    167491,     72023,     72216,    167246,    167054
    167483,     72017,     72195,    167239,    167033
    167483,     72016,     72203,    167239,    167041
    167479,     72004,     72199,    167234,    167037
    167522,     72050,     72246,    167278,    167084
    167486,     72022,     72167,    167241,    167005
    167512,     72050,     72229,    167268,    167067
    167505,     72034,     72196,    167261,    167034
    167502,     72033,     72200,    167258,    167038
    167520,     72055,     72221,    167276,    167059
    167492,     72024,     72175,    167247,    167013
    167520,     72048,     72231,    167276,    167069
    167519,     72047,     72202,    167275,    167040
    167459,     71995,     72143,    167215,    166981
    167444,     71979,     72188,    167200,    167026
    167476,     72007,     72235,    167232,    167073
    167519,     72050,     72246,    167274,    167084
    167500,     72030,     72184,    167256,    167022
    167545,     72077,     72248,    167301,    167086
    167493,     72015,     72151,    167248,    166989
    167521,     72053,     72231,    167276,    167069
    167512,     72037,     72194,    167267,    167032
    167534,     72067,     72225,    167290,    167063
    167489,     72019,     72158,    167245,    166996
    167469,     71995,     72183,    167224,    167021
    167501,     72035,     72235,    167257,    167073
    167538,     72068,     72240,    167294,    167078
    167485,     72022,     72150,    167241,    166988
    167498,     72036,     72216,    167253,    167054
    167455,     71983,     72160,    167210,    166998
    167492,     72027,     72240,    167248,    167078
    167469,     72000,     72180,    167224,    167018
    167521,     72053,     72255,    167276,    167093
    167516,     72044,     72198,    167272,    167036
    167471,     71999,     72158,    167226,    166996
    167481,     72016,     72213,    167236,    167051
    167479,     72013,     72201,    167234,    167039
    167499,     72036,     72223,    167254,    167061
    167503,     72043,     72207,    167259,    167045
    167492,     72026,     72192,    167248,    167030
    167480,     72018,     72191,    167235,    167029
    167498,     72026,     72221,    167253,    167059
    167497,     72033,     72202,    167252,    167040
    167490,     72030,     72196,    167245,    167034
    167507,     72041,     72220,    167263,    167058
    167491,     72025,     72187,    167247,    167025
    167511,     72047,     72223,    167267,    167061
    167478,     72017,     72170,    167234,    167008
    167495,     72029,     72220,    167251,    167058
    167486,     72019,     72194,    167242,    167032
    167527,     72060,     72244,    167283,    167082
    167524,     72053,     72200,    167279,    167038
    167521,     72052,     72200,    167277,    167038
    167534,     72068,     72216,    167290,    167054
    167472,     72004,     72141,    167227,    166979
    167537,     72067,     72268,    167293,    167106
    167495,     72029,     72161,    167251,    166999
    167471,     72003,     72179,    167227,    167017
    167487,     72024,     72219,    167242,    167057
    167508,     72043,     72224,    167263,    167062
    167496,     72032,     72191,    167251,    167029
    167494,     72025,     72201,    167250,    167039
    167510,     72039,     72219,    167265,    167057
    167518,     72052,     72211,    167274,    167049
    167494,     72028,     72179,    167249,    167017
    167470,     72001,     72179,    167225,    167017
    167485,     72019,     72218,    167241,    167056
    167468,     71994,     72186,    167224,    167024
    167461,     71987,     72196,    167217,    167034
    167454,     71975,     72196,    167209,    167034
    167477,     72010,     72226,    167232,    167064
    167470,     72005,     72196,    167226,    167034
    167437,     71972,     72170,    167192,    167008
    167443,     71981,     72209,    167198,    167047
    167470,     71999,     72230,    167225,    167068
    167473,     72003,     72206,    167229,    167044
    167468,     72001,     72198,    167224,    167036
    167504,     72038,     72239,    167260,    167077
    167548,     72076,     72247,    167304,    167085
    167451,     71991,     72106,    167207,    166944
    167494,     72027,     72246,    167250,    167084
    167499,     72038,     72208,    167255,    167046
    167478,     72015,     72182,    167234,    167020
    167472,     72008,     72197,    167228,    167035
    167454,     71988,     72185,    167209,    167023
    167469,     72000,     72218,    167224,    167056
    167446,     71983,     72180,    167202,    167018
    167489,     72026,     72246,    167245,    167084
    167465,     71997,     72179,    167221,    167017
    167495,     72030,     72233,    167250,    167071
    167466,     72004,     72174,    167221,    167012
    167478,     72015,     72215,    167233,    167053
    167468,     72005,     72193,    167224,    167031
    167449,     71978,     72184,    167204,    167022
    167509,     72044,     72263,    167265,    167101
    167464,     71998,     72158,    167219,    166996
    167499,     72030,     72238,    167254,    167076
    167491,     72022,     72195,    167246,    167033
    167530,     72058,     72242,    167286,    167080
    167470,     72001,     72143,    167226,    166981
    167474,     72010,     72207,    167229,    167045
    167498,     72037,     72227,    167254,    167065
    167480,     72010,     72185,    167235,    167023
    167523,     72057,     72246,    167279,    167084
    167486,     72022,     72166,    167241,    167004
    167459,     71993,     72176,    167214,    167014
    167478,     72010,     72222,    167233,    167060
    167463,     71995,     72188,    167218,    167026
    167498,     72032,     72238,    167253,    167076
    167498,     72030,     72203,    167253,    167041
    167482,     72016,     72187,    167238,    167025
    167500,     72036,     72221,    167256,    167059
    167473,     72007,     72176,    167229,    167014
    167523,     72053,     72253,    167279,    167091
    167454,     71990,     72134,    167209,    166972
    167553,     72081,     72302,    167309,    167140
    167474,     72005,     72124,    167229,    166962
    167487,     72021,     72216,    167243,    167054
    167511,     72045,     72227,    167266,    167065
    167483,     72019,     72175,    167239,    167013
    167443,     71978,     72163,    167198,    167001
    167478,     72009,     72238,    167234,    167076
    167489,     72024,     72214,    167244,    167052
    167510,     72041,     72224,    167266,    167062
    167495,     72027,     72188,    167250,    167026
    167524,     72056,     72232,    167279,    167070
    167510,     72034,     72189,    167266,    167027
    167448,     71982,     72141,    167204,    166979
    167491,     72027,     72246,    167247,    167084
    167497,     72022,     72209,    167252,    167047
    167487,     72022,     72193,    167242,    167031
    167506,     72042,     72222,    167262,    167060
    167482,     72019,     72179,    167238,    167017
    167488,     72025,     72209,    167243,    167047
    167531,     72066,     72246,    167286,    167084
    167486,     72017,     72158,    167241,    166996
    167463,     71999,     72180,    167219,    167018
    167495,     72032,     72235,    167251,    167073
    167527,     72054,     72235,    167282,    167073
    167470,     72009,     72146,    167226,    166984
    167491,     72026,     72224,    167247,    167062
    167517,     72054,     72229,    167273,    167067
    167477,     72011,     72163,    167232,    167001
    167487,     72019,     72213,    167242,    167051
    167468,     72008,     72184,    167224,    167022
    167478,     72008,     72213,    167234,    167051
    167504,     72038,     72229,    167260,    167067
    167490,     72027,     72189,    167246,    167027
    167525,     72058,     72238,    167281,    167076
    167492,     72030,     72170,    167247,    167008
    167465,     72000,     72176,    167220,    167014
    167531,     72063,     72269,    167286,    167107
    167500,     72031,     72172,    167256,    167010
    167514,     72049,     72217,    167269,    167055
    167520,     72048,     72209,    167275,    167047
    167479,     72009,     72162,    167235,    167000
    167447,     71982,     72171,    167203,    167009
    167529,     72059,     72285,    167285,    167123
    167495,     72029,     72169,    167251,    167007
    167481,     72015,     72189,    167237,    167027
    167446,     71974,     72168,    167202,    167006
    167491,     72020,     72248,    167246,    167086
    167458,     71993,     72170,    167214,    167008
    167487,     72015,     72232,    167243,    167070
    167512,     72046,     72228,    167267,    167066
    167475,     72015,     72166,    167231,    167004
    167507,     72038,     72235,    167263,    167073
    167501,     72029,     72197,    167257,    167035
    167462,     72001,     72164,    167218,    167002
    167538,     72077,     72279,    167294,    167117
    167437,     71969,     72102,    167193,    166940
    167466,     72003,     72232,    167222,    167070
    167509,     72039,     72246,    167265,    167084
    167453,     71989,     72147,    167208,    166985
    167513,     72046,     72263,    167269,    167101
    167483,     72020,     72173,    167238,    167011
    167494,     72034,     72214,    167250,    167052
    167501,     72038,     72210,    167256,    167048
    167477,     72012,     72179,    167232,    167017
    167550,     72083,     72276,    167306,    167114
    167557,     72086,     72210,    167312,    167048
    167479,     72019,     72125,    167235,    166963
    167474,     72008,     72198,    167230,    167036
    167513,     72053,     72242,    167269,    167080
    167495,     72032,     72185,    167251,    167023
    167493,     72029,     72201,    167248,    167039
    167501,     72035,     72211,    167256,    167049
    167531,     72066,     72233,    167286,    167071
    167487,     72021,     72159,    167242,    166997
    167471,     72003,     72187,    167226,    167025
    167515,     72050,     72247,    167270,    167085
    167441,     71976,     72129,    167197,    166967
    167488,     72022,     72250,    167244,    167088
    167524,     72057,     72239,    167279,    167077
    167521,     72050,     72200,    167276,    167038
    167507,     72036,     72189,    167263,    167027
    167524,     72056,     72220,    167279,    167058
    167514,     72050,     72193,    167270,    167031
    167506,     72042,     72195,    167262,    167033
    167543,     72079,     72240,    167299,    167078
    167499,     72026,     72159,    167254,    166997
    167498,     72033,     72202,    167253,    167040
    167509,     72035,     72214,    167265,    167052
    167495,     72029,     72189,    167250,    167027
    167498,     72026,     72206,    167253,    167044
    167511,     72043,     72216,    167267,    167054
    167562,     72093,     72254,    167318,    167092
    167518,     72054,     72159,    167274,    166997
    167534,     72066,     72219,    167290,    167057
    167511,     72043,     72180,    167267,    167018
    167514,     72040,     72206,    167269,    167044
    167485,     72017,     72174,    167240,    167012
    167521,     72046,     72239,    167276,    167077
    167525,     72057,     72207,    167280,    167045
    167518,     72052,     72196,    167274,    167034
    167518,     72052,     72203,    167274,    167041
    167535,     72066,     72220,    167291,    167058
    167486,     72023,     72154,    167242,    166992
    167472,     72009,     72189,    167227,    167027
    167471,     72006,     72202,    167227,    167040
    167538,     72063,     72270,    167294,    167108
    167513,     72043,     72178,    167268,    167016
    167531,     72060,     72221,    167287,    167059
    167489,     72026,     72161,    167245,    166999
    167518,     72049,     72232,    167274,    167070
    167510,     72044,     72195,    167266,    167033
    167541,     72074,     72234,    167297,    167072
    167528,     72060,     72190,    167283,    167028
    167479,     72015,     72154,    167234,    166992
    167508,     72040,     72232,    167264,    167070
    167524,     72056,     72219,    167279,    167057
    167500,     72032,     72179,    167256,    167017
    167491,     72025,     72194,    167246,    167032
    167498,     72033,     72210,    167254,    167048
    167498,     72034,     72203,    167254,    167041
    167492,     72021,     72197,    167247,    167035
    167511,     72042,     72222,    167266,    167060
    167525,     72053,     72217,    167281,    167055
    167542,     72072,     72220,    167298,    167058
    167533,     72060,     72194,    167289,    167032
    167522,     72048,     72192,    167278,    167030
    167481,     72015,     72162,    167237,    167000
    167534,     72058,     72256,    167290,    167094
    167528,     72053,     72197,    167283,    167035
    167544,     72074,     72219,    167300,    167057
    167484,     72018,     72143,    167240,    166981
    167539,     72067,     72258,    167295,    167096
    167533,     72065,     72197,    167289,    167035
    167516,     72045,     72186,    167271,    167024
    167513,     72039,     72200,    167269,    167038
    167557,     72086,     72247,    167313,    167085
    167515,     72049,     72161,    167270,    166999
    167483,     72009,     72171,    167239,    167009
    167514,     72048,     72234,    167269,    167072
    167515,     72049,     72204,    167270,    167042
    167468,     72001,     72156,    167224,    166994
    167525,     72060,     72260,    167280,    167098
    167508,     72042,     72186,    167264,    167024
    167512,     72042,     72207,    167267,    167045
    167535,     72062,     72226,    167291,    167064
    167561,     72086,     72229,    167316,    167067
    167546,     72074,     72188,    167302,    167026
    167513,     72043,     72170,    167269,    167008
    167530,     72059,     72220,    167286,    167058
    167506,     72042,     72179,    167262,    167017
    167541,     72074,     72238,    167297,    167076
    167565,     72102,     72227,    167320,    167065
    167525,     72056,     72163,    167281,    167001
    167530,     72052,     72208,    167286,    167046
    167513,     72049,     72186,    167268,    167024
    167515,     72051,     72205,    167271,    167043
    167500,     72034,     72188,    167256,    167026
    167535,     72059,     72238,    167291,    167076
    167527,     72059,     72195,    167282,    167033
    167549,     72085,     72225,    167305,    167063
    167503,     72037,     72157,    167258,    166995
    167524,     72060,     72224,    167280,    167062
    167529,     72055,     72208,    167284,    167046
    167504,     72034,     72178,    167260,    167016
    167493,     72031,     72192,    167249,    167030
    167518,     72053,     72228,    167274,    167066
    167522,     72058,     72207,    167277,    167045
    167538,     72073,     72219,    167293,    167057
    167505,     72037,     72170,    167260,    167008
    167499,     72025,     72197,    167254,    167035
    167562,     72088,     72266,    167317,    167104
    167522,     72050,     72163,    167278,    167001
    167507,     72037,     72188,    167263,    167026
    167499,     72029,     72195,    167255,    167033
    167519,     72051,     72223,    167275,    167061
    167528,     72058,     72212,    167284,    167050
    167535,     72071,     72210,    167291,    167048
    167534,     72063,     72202,    167289,    167040
    167528,     72059,     72197,    167284,    167035
    167542,     72073,     72217,    167298,    167055
    167540,     72075,     72201,    167295,    167039
    167499,     72027,     72162,    167255,    167000
    167498,     72028,     72202,    167253,    167040
    167584,     72122,     72289,    167340,    167127
    167539,     72070,     72158,    167295,    166996
    167498,     72031,     72162,    167254,    167000
    167545,     72074,     72250,    167300,    167088
    167539,     72079,     72197,    167294,    167035
    167545,     72073,     72209,    167301,    167047
    167485,     72022,     72143,    167241,    166981
    167526,     72048,     72244,    167282,    167082
    167560,     72082,     72237,    167316,    167075
    167531,     72066,     72174,    167286,    167012
    167543,     72078,     72215,    167298,    167053
    167531,     72066,     72191,    167287,    167029
    167552,     72082,     72224,    167307,    167062
    167525,     72059,     72176,    167281,    167014
    167487,     72021,     72165,    167243,    167003
    167482,     72015,     72198,    167237,    167036
    167530,     72064,     72251,    167285,    167089
    167498,     72027,     72171,    167254,    167009
    167517,     72050,     72222,    167273,    167060
    167559,     72090,     72245,    167314,    167083
    167500,     72038,     72144,    167256,    166982
    167504,     72040,     72207,    167260,    167045
    167555,     72088,     72254,    167311,    167092
    167535,     72072,     72183,    167291,    167021
    167493,     72027,     72161,    167249,    166999
    167488,     72019,     72198,    167244,    167036
    167525,     72060,     72240,    167280,    167078
    167508,     72043,     72186,    167263,    167024
    167508,     72042,     72203,    167264,    167041
    167551,     72082,     72246,    167306,    167084
    167519,     72055,     72171,    167275,    167009
    167536,     72076,     72220,    167292,    167058
    167533,     72059,     72200,    167288,    167038
    167524,     72056,     72194,    167279,    167032
    167499,     72027,     72178,    167255,    167016
    167462,     71999,     72166,    167217,    167004
    167521,     72049,     72262,    167277,    167100
    167497,     72032,     72179,    167252,    167017
    167532,     72066,     72238,    167288,    167076
    167506,     72036,     72177,    167262,    167015
    167517,     72051,     72214,    167273,    167052
    167500,     72037,     72186,    167256,    167024
    167509,     72049,     72212,    167265,    167050
    167473,     72010,     72167,    167229,    167005
    167502,     72035,     72232,    167258,    167070
    167514,     72045,     72215,    167270,    167053
    167472,     72010,     72161,    167227,    166999
    167510,     72041,     72241,    167266,    167079
    167490,     72031,     72183,    167245,    167021
    167498,     72035,     72211,    167253,    167049
    167473,     72006,     72178,    167229,    167016
    167515,     72049,     72245,    167271,    167083
    167514,     72047,     72202,    167269,    167040
    167442,     71979,     72131,    167198,    166969
    167519,     72056,     72280,    167275,    167118
    167490,     72029,     72174,    167246,    167012
    167522,     72053,     72235,    167278,    167073
    167502,     72035,     72183,    167258,    167021
    167536,     72069,     72237,    167292,    167075
    167463,     71995,     72130,    167218,    166968
    167504,     72035,     72244,    167260,    167082
    167493,     72031,     72192,    167249,    167030
    167507,     72040,     72217,    167263,    167055
    167460,     71986,     72156,    167216,    166994
    167498,     72029,     72241,    167254,    167079
    167483,     72017,     72188,    167238,    167026
    167539,     72065,     72259,    167294,    167097
    167481,     72018,     72145,    167237,    166983
    167491,     72023,     72213,    167246,    167051
    167503,     72037,     72215,    167258,    167053
    167468,     72000,     72168,    167223,    167006
    167507,     72036,     72242,    167262,    167080
    167463,     71999,     72159,    167219,    166997
    167517,     72045,     72257,    167273,    167095
    167505,     72031,     72191,    167261,    167029
    167511,     72042,     72209,    167267,    167047
    167497,     72024,     72189,    167252,    167027
    167498,     72028,     72204,    167254,    167042
    167538,     72074,     72243,    167294,    167081
    167477,     72006,     72142,    167233,    166980
    167504,     72040,     72230,    167259,    167068
    167542,     72068,     72241,    167298,    167079
    167531,     72057,     72192,    167286,    167030
    167496,     72025,     72168,    167251,    167006
    167473,     72004,     72180,    167229,    167018
    167469,     71995,     72199,    167225,    167037
    167479,     72002,     72213,    167234,    167051
    167482,     72012,     72206,    167238,    167044
    167500,     72028,     72221,    167256,    167059
    167474,     72006,     72177,    167229,    167015
    167486,     72017,     72215,    167242,    167053
    167470,     72003,     72187,    167226,    167025
    167494,     72024,     72227,    167250,    167065
    167483,     72020,     72192,    167238,    167030
    167481,     72018,     72201,    167237,    167039
    167489,     72023,     72211,    167245,    167049
    167486,     72020,     72200,    167241,    167038
    167466,     71995,     72183,    167222,    167021
    167492,     72026,     72229,    167248,    167067
    167471,     72013,     72182,    167227,    167020
    167482,     72013,     72214,    167238,    167052
    167503,     72034,     72224,    167259,    167062
    167475,     72009,     72175,    167231,    167013
    167491,     72031,     72219,    167247,    167057
    167487,     72020,     72199,    167243,    167037
    167452,     71987,     72168,    167207,    167006
    167512,     72046,     72263,    167267,    167101
    167488,     72025,     72179,    167244,    167017
    167492,     72029,     72207,    167248,    167045
    167506,     72043,     72217,    167261,    167055
    167514,     72049,     72211,    167269,    167049
    167514,     72051,     72203,    167270,    167041
    167490,     72018,     72179,    167245,    167017
    167497,     72025,     72210,    167253,    167048
    167508,     72039,     72214,    167264,    167052
    167486,     72011,     72181,    167242,    167019
    167525,     72058,     72242,    167281,    167080
    167482,     72017,     72160,    167237,    166998
    167508,     72044,     72229,    167264,    167067
    167500,     72036,     72195,    167256,    167033
    167513,     72047,     72216,    167268,    167054
    167514,     72048,     72204,    167270,    167042
    167472,     72005,     72161,    167227,    166999
    167467,     72000,     72198,    167223,    167036
    167481,     72018,     72217,    167237,    167055
    167466,     72004,     72188,    167221,    167026
    167488,     72023,     72225,    167243,    167063
    167534,     72062,     72249,    167290,    167087
    167497,     72028,     72166,    167253,    167004
    167495,     72031,     72201,    167250,    167039
    167539,     72073,     72247,    167295,    167085
    167504,     72037,     72168,    167260,    167006
    167524,     72050,     72223,    167279,    167061
    167496,     72033,     72175,    167252,    167013
    167491,     72027,     72198,    167247,    167036
    167500,     72035,     72212,    167255,    167050
    167508,     72043,     72211,    167264,    167049
    167501,     72032,     72196,    167257,    167034
    167454,     71989,     72156,    167209,    166994
    167498,     72032,     72247,    167253,    167085
    167523,     72053,     72228,    167279,    167066
    167466,     72004,     72146,    167221,    166984
    167529,     72064,     72266,    167284,    167104
    167495,     72023,     72169,    167251,    167007
    167494,     72027,     72202,    167250,    167040
    167556,     72088,     72265,    167311,    167103
    167525,     72054,     72172,    167280,    167010
    167520,     72048,     72198,    167275,    167036
    167500,     72028,     72183,    167256,    167021
    167552,     72086,     72255,    167308,    167093
    167543,     72074,     72194,    167299,    167032
    167495,     72032,     72155,    167251,    166993
    167518,     72055,     72226,    167274,    167064
    167527,     72061,     72212,    167282,    167050
    167519,     72055,     72195,    167275,    167033
    167474,     72013,     72158,    167229,    166996
    167523,     72054,     72252,    167279,    167090
    167492,     72026,     72172,    167248,    167010
    167499,     72028,     72210,    167254,    167048
    167462,     71995,     72166,    167218,    167004
    167502,     72028,     72243,    167258,    167081
    167492,     72028,     72193,    167247,    167031
    167507,     72037,     72218,    167263,    167056
    167519,     72048,     72215,    167274,    167053
    167479,     72011,     72163,    167234,    167001
    167467,     71996,     72191,    167223,    167029
    167511,     72042,     72247,    167267,    167085
    167530,     72054,     72222,    167286,    167060
    167543,     72074,     72216,    167299,    167054
    167531,     72056,     72191,    167286,    167029
    167527,     72053,     72199,    167283,    167037
    167529,     72061,     72205,    167284,    167043
    167482,     72019,     72156,    167238,    166994
    167540,     72071,     72261,    167296,    167099
    167553,     72082,     72216,    167309,    167054
    167534,     72062,     72184,    167289,    167022
    167528,     72058,     72197,    167284,    167035
    167501,     72027,     72176,    167257,    167014
    167525,     72053,     72227,    167281,    167065
    167522,     72048,     72200,    167278,    167038
    167491,     72017,     72172,    167246,    167010
    167484,     72013,     72196,    167240,    167034
    167492,     72023,     72211,    167248,    167049
    167475,     72009,     72186,    167231,    167024
    167520,     72044,     72248,    167276,    167086
    167542,     72072,     72225,    167298,    167063
    167493,     72023,     72154,    167249,    166992
    167503,     72037,     72213,    167258,    167051
    167489,     72019,     72189,    167245,    167027
    167538,     72064,     72252,    167293,    167090
    167542,     72074,     72207,    167298,    167045
    167528,     72056,     72189,    167284,    167027
    167529,     72060,     72204,    167285,    167042
    167500,     72028,     72174,    167255,    167012
    167509,     72042,     72212,    167265,    167050
    167470,     72006,     72164,    167226,    167002
    167503,     72040,     72236,    167259,    167074
    167492,     72027,     72192,    167247,    167030
    167491,     72026,     72202,    167247,    167040
    167468,     71996,     72180,    167223,    167018
    167528,     72056,     72263,    167284,    167101
    167495,     72020,     72170,    167250,    167008
    167447,     71979,     72155,    167202,    166993
    167495,     72029,     72251,    167251,    167089
    167524,     72057,     72232,    167280,    167070
    167524,     72055,     72203,    167280,    167041
    167520,     72054,     72199,    167276,    167037
    167523,     72046,     72206,    167278,    167044
    167465,     71999,     72145,    167220,    166983
    167527,     72058,     72265,    167283,    167103
    167483,     72015,     72159,    167239,    166997
    167520,     72053,     72240,    167276,    167078
    167486,     72015,     72169,    167241,    167007
    167490,     72021,     72207,    167246,    167045
    167509,     72046,     72222,    167265,    167060
    167508,     72043,     72202,    167263,    167040
    167481,     72017,     72176,    167237,    167014
    167504,     72037,     72226,    167260,    167064
    167514,     72051,     72213,    167270,    167051
    167465,     71997,     72154,    167220,    166992
    167506,     72040,     72244,    167262,    167082
    167471,     72001,     72168,    167226,    167006
    167506,     72031,     72238,    167262,    167076
    167519,     72051,     72216,    167275,    167054
    167461,     71996,     72145,    167217,    166983
    167502,     72037,     72244,    167257,    167082
    167506,     72033,     72207,    167262,    167045
    167495,     72027,     72192,    167251,    167030
    167478,     72003,     72186,    167233,    167024
    167491,     72024,     72216,    167246,    167054
    167504,     72026,     72216,    167259,    167054
    167507,     72039,     72206,    167263,    167044
    167504,     72033,     72200,    167260,    167038
    167468,     72007,     72167,    167224,    167005
    167521,     72058,     72256,    167277,    167094
    167480,     72015,     72162,    167236,    167000
    167500,     72039,     72223,    167256,    167061
    167487,     72024,     72190,    167243,    167028
    167490,     72027,     72206,    167246,    167044
    167496,     72031,     72209,    167251,    167047
    167500,     72027,     72207,    167255,    167045
    167497,     72025,     72200,    167252,    167038
    167506,     72037,     72212,    167262,    167050
    167498,     72028,     72195,    167253,    167033
    167495,     72018,     72200,    167251,    167038
    167458,     71986,     72166,    167214,    167004
    167462,     71996,     72207,    167218,    167045
    167456,     71990,     72197,    167211,    167035
    167454,     71980,     72201,    167209,    167039
    167494,     72025,     72243,    167250,    167081
    167490,     72024,     72199,    167246,    167037
    167476,     72011,     72189,    167231,    167027
    167460,     71997,     72187,    167216,    167025
    167479,     72017,     72222,    167234,    167060
    167472,     72007,     72196,    167227,    167034
    167553,     72081,     72284,    167308,    167122
    167498,     72032,     72148,    167254,    166986
    167500,     72029,     72205,    167255,    167043
    167522,     72056,     72225,    167277,    167063
    167525,     72047,     72206,    167281,    167044
    167535,     72057,     72213,    167291,    167051
    167479,     72013,     72147,    167235,    166985
    167498,     72038,     72222,    167253,    167060
