# 192.970000 26.264000
# bytecnt, realBegin, caluPerBegin, realEnd, caluPerEnd
    167480,     72011,     72178,    167236,    167016
    167510,     72043,     72233,    167266,    167071
    167469,     71989,     72162,    167225,    167000
    167468,     72002,     72202,    167224,    167040
    167523,     72054,     72258,    167279,    167096
    167506,     72039,     72186,    167262,    167024
    167445,     71984,     72142,    167201,    166980
    167481,     72018,     72239,    167237,    167077
    167497,     72024,     72219,    167253,    167057
    167532,     72061,     72238,    167288,    167076
    167496,     72022,     72167,    167252,    167005
    167439,     71973,     72146,    167194,    166984
    167495,     72033,     72259,    167250,    167097
    167480,     72016,     72188,    167236,    167026
    167465,     72000,     72188,    167220,    167026
    167501,     72034,     72239,    167257,    167077
    167467,     72001,     72169,    167223,    167007
    167498,     72027,     72234,    167253,    167072
    167482,     72016,     72187,    167237,    167025
    167452,     71990,     72173,    167207,    167011
    167456,     71996,     72207,    167212,    167045
    167475,     72009,     72222,    167230,    167060
    167507,     72036,     72235,    167263,    167073
    167471,     72002,     72167,    167227,    167005
    167516,     72047,     72248,    167272,    167086
    167472,     71988,     72159,    167228,    166997
    167477,     72002,     72208,    167232,    167046
    167499,     72024,     72225,    167255,    167063
    167459,     71985,     72163,    167215,    167001
    167481,     72007,     72225,    167236,    167063
    167448,     71982,     72170,    167204,    167008
    167479,     72008,     72234,    167234,    167072
    167484,     72018,     72208,    167240,    167046
    167458,     71988,     72177,    167214,    167015
    167485,     72014,     72230,    167241,    167068
    167488,     72025,     72206,    167244,    167044
    167464,     72000,     72179,    167220,    167017
    167490,     72024,     72229,    167246,    167067
    167495,     72025,     72208,    167250,    167046
    167423,     71963,     72131,    167179,    166969
    167470,     72005,     72250,    167225,    167088
    167456,     71996,     72189,    167211,    167027
    167524,     72062,     72271,    167280,    167109
    167511,     72040,     72190,    167266,    167028
    167485,     72012,     72177,    167241,    167015
    167453,     71991,     72171,    167209,    167009
    167473,     72010,     72223,    167229,    167061
    167497,     72026,     72227,    167252,    167065
    167518,     72052,     72224,    167274,    167062
    167495,     72020,     72180,    167250,    167018
    167461,     71991,     72169,    167217,    167007
    167483,     72017,     72225,    167239,    167063
    167500,     72028,     72220,    167255,    167058
    167491,     72020,     72194,    167246,    167032
    167479,     72015,     72191,    167234,    167029
    167511,     72042,     72235,    167266,    167073
    167540,     72073,     72232,    167296,    167070
    167523,     72056,     72186,    167279,    167024
    167493,     72025,     72173,    167248,    167011
    167504,     72030,     72214,    167259,    167052
    167483,     72020,     72182,    167239,    167020
    167466,     71995,     72186,    167222,    167024
    167509,     72035,     72246,    167264,    167084
    167467,     71997,     72161,    167222,    166999
    167477,     72010,     72213,    167233,    167051
    167490,     72030,     72216,    167246,    167054
    167441,     71972,     72154,    167197,    166992
    167449,     71974,     72211,    167205,    167049
    167456,     71992,     72210,    167211,    167048
    167509,     72032,     72256,    167264,    167094
    167450,     71977,     72144,    167205,    166982
    167495,     72036,     72248,    167250,    167086
    167486,     72021,     72194,    167242,    167032
    167493,     72030,     72210,    167249,    167048
    167458,     71991,     72168,    167213,    167006
    167450,     71984,     72195,    167206,    167033
    167484,     72016,     72237,    167239,    167075
    167486,     72025,     72205,    167242,    167043
    167532,     72066,     72249,    167288,    167087
    167508,     72034,     72179,    167263,    167017
    167507,     72044,     72202,    167263,    167040
    167489,     72023,     72185,    167245,    167023
    167473,     72001,     72187,    167229,    167025
    167512,     72038,     72242,    167268,    167080
    167519,     72049,     72210,    167274,    167048
    167492,     72023,     72176,    167248,    167014
    167501,     72030,     72212,    167257,    167050
    167492,     72029,     72194,    167248,    167032
    167450,     71981,     72161,    167206,    166999
    167503,     72036,     72256,    167259,    167094
    167522,     72053,     72222,    167277,    167060
    167488,     72019,     72169,    167243,    167007
    167451,     71983,     72166,    167207,    167004
    167466,     72000,     72218,    167222,    167056
    167536,     72065,     72273,    167291,    167111
    167446,     71986,     72113,    167202,    166951
    167470,     72002,     72227,    167225,    167065
    167448,     71975,     72181,    167204,    167019
    167479,     72011,     72234,    167234,    167072
    167485,     72017,     72209,    167240,    167047
    167498,     72035,     72216,    167253,    167054
    167496,     72033,     72201,    167251,    167039
    167511,     72036,     72218,    167267,    167056
    167493,     72018,     72185,    167248,    167023
    167495,     72029,     72205,    167251,    167043
    167502,     72043,     72210,    167257,    167048
    167507,     72038,     72208,    167263,    167046
    167485,     72021,     72181,    167241,    167019
    167455,     71990,     72173,    167210,    167011
    167527,     72067,     72275,    167282,    167113
    167545,     72079,     72221,    167301,    167059
    167509,     72041,     72167,    167264,    167005
    167473,     72012,     72167,    167229,    167005
    167480,     72012,     72210,    167236,    167048
    167498,     72032,     72221,    167254,    167059
    167508,     72034,     72213,    167264,    167051
    167489,     72022,     72184,    167245,    167022
    167506,     72037,     72220,    167262,    167058
    167464,     72003,     72161,    167219,    166999
    167507,     72048,     72246,    167262,    167084
    167501,     72035,     72197,    167256,    167035
    167473,     72006,     72175,    167229,    167013
    167505,     72031,     72235,    167260,    167073
    167530,     72058,     72228,    167286,    167066
    167489,     72024,     72162,    167245,    167000
    167542,     72079,     72256,    167298,    167094
    167497,     72025,     72158,    167252,    166996
    167539,     72071,     72245,    167294,    167083
    167519,     72053,     72183,    167275,    167021
    167502,     72037,     72186,    167257,    167024
    167519,     72053,     72220,    167275,    167058
    167509,     72037,     72193,    167265,    167031
    167511,     72037,     72205,    167267,    167043
    167481,     72015,     72173,    167237,    167011
    167466,     72000,     72188,    167222,    167026
    167491,     72020,     72228,    167246,    167066
    167496,     72030,     72208,    167252,    167046
    167565,     72094,     72272,    167320,    167110
    167532,     72060,     72170,    167288,    167008
    167496,     72030,     72167,    167252,    167005
    167515,     72052,     72222,    167271,    167060
    167455,     71987,     72143,    167210,    166981
    167511,     72048,     72259,    167267,    167097
    167515,     72045,     72207,    167270,    167045
    167479,     72020,     72167,    167234,    167005
    167464,     71995,     72188,    167219,    167026
    167505,     72027,     72244,    167260,    167082
    167469,     72004,     72167,    167225,    167005
    167460,     71994,     72194,    167216,    167032
    167475,     72002,     72218,    167230,    167056
    167491,     72023,     72219,    167246,    167057
    167506,     72040,     72218,    167262,    167056
    167493,     72026,     72190,    167249,    167028
    167518,     72052,     72228,    167273,    167066
    167487,     72017,     72172,    167243,    167010
    167500,     72031,     72216,    167256,    167054
    167522,     72051,     72225,    167277,    167063
    167525,     72059,     72206,    167281,    167044
    167515,     72037,     72193,    167271,    167031
    167464,     71999,     72152,    167220,    166990
    167469,     71998,     72208,    167224,    167046
    167488,     72023,     72222,    167244,    167060
    167535,     72069,     72250,    167291,    167088
    167474,     72003,     72142,    167229,    166980
    167470,     72000,     72199,    167225,    167037
    167487,     72019,     72220,    167242,    167058
    167505,     72030,     72221,    167261,    167059
    167504,     72036,     72202,    167260,    167040
    167465,     72003,     72164,    167220,    167002
    167445,     71983,     72183,    167200,    167021
    167500,     72035,     72258,    167255,    167096
    167471,     72004,     72174,    167227,    167012
    167479,     72018,     72211,    167235,    167049
    167458,     71992,     72182,    167214,    167020
    167509,     72048,     72254,    167264,    167092
    167506,     72037,     72200,    167262,    167038
    167511,     72045,     72208,    167267,    167046
    167507,     72041,     72199,    167262,    167037
    167542,     72070,     72238,    167298,    167076
    167492,     72028,     72153,    167248,    166991
    167493,     72024,     72204,    167249,    167042
    167511,     72042,     72221,    167267,    167059
    167498,     72030,     72190,    167253,    167028
    167502,     72031,     72207,    167257,    167045
    167472,     72005,     72173,    167228,    167011
    167522,     72055,     72253,    167278,    167091
    167505,     72037,     72186,    167261,    167024
    167482,     72016,     72180,    167237,    167018
    167475,     72003,     72196,    167231,    167034
    167531,     72062,     72259,    167287,    167097
    167547,     72082,     72219,    167303,    167057
    167558,     72094,     72214,    167314,    167052
    167491,     72025,     72136,    167247,    166974
    167497,     72035,     72209,    167253,    167047
    167512,     72044,     72218,    167268,    167056
    167539,     72064,     72230,    167295,    167068
    167527,     72063,     72191,    167283,    167029
    167521,     72052,     72197,    167276,    167035
    167532,     72066,     72214,    167288,    167052
    167523,     72051,     72194,    167279,    167032
    167577,     72108,     72257,    167333,    167095
    167540,     72070,     72166,    167295,    167004
    167522,     72059,     72185,    167277,    167023
    167527,     72061,     72208,    167282,    167046
    167531,     72066,     72207,    167286,    167045
    167500,     72033,     72172,    167256,    167010
    167524,     72047,     72227,    167279,    167065
    167554,     72080,     72233,    167309,    167071
    167492,     72023,     72141,    167248,    166979
    167538,     72059,     72249,    167294,    167087
    167524,     72056,     72189,    167279,    167027
    167535,     72067,     72214,    167290,    167052
    167550,     72084,     72218,    167306,    167056
    167508,     72041,     72161,    167264,    166999
    167529,     72063,     72224,    167285,    167062
    167533,     72065,     72207,    167288,    167045
    167539,     72071,     72209,    167294,    167047
    167504,     72039,     72168,    167259,    167006
    167501,     72035,     72200,    167257,    167038
    167533,     72064,     72235,    167288,    167073
    167523,     72056,     72193,    167279,    167031
    167487,     72020,     72167,    167243,    167005
    167509,     72045,     72225,    167265,    167063
    167516,     72050,     72210,    167272,    167048
    167510,     72046,     72197,    167265,    167035
    167536,     72069,     72229,    167292,    167067
    167515,     72040,     72182,    167270,    167020
    167542,     72069,     72230,    167298,    167068
    167544,     72077,     72205,    167300,    167043
    167521,     72058,     72180,    167277,    167018
    167510,     72042,     72192,    167265,    167030
    167527,     72055,     72220,    167283,    167058
    167491,     72024,     72167,    167247,    167005
    167500,     72032,     72212,    167255,    167050
    167480,     72012,     72183,    167235,    167021
    167484,     72018,     72207,    167239,    167045
    167465,     71997,     72184,    167220,    167022
    167488,     72021,     72226,    167244,    167064
    167474,     72012,     72189,    167230,    167027
    167482,     72016,     72211,    167238,    167049
    167478,     72014,     72199,    167234,    167037
    167489,     72021,     72214,    167244,    167052
    167489,     72025,     72203,    167244,    167041
    167479,     72011,     72193,    167234,    167031
    167499,     72022,     72223,    167255,    167061
    167539,     72064,     72243,    167294,    167081
    167528,     72059,     72192,    167283,    167030
    167498,     72023,     72173,    167253,    167011
    167529,     72058,     72234,    167285,    167072
    167511,     72039,     72185,    167267,    167023
    167504,     72035,     72196,    167260,    167034
    167521,     72052,     72220,    167276,    167058
    167523,     72053,     72205,    167279,    167043
    167511,     72042,     72191,    167267,    167029
    167526,     72051,     72218,    167281,    167056
    167535,     72065,     72212,    167291,    167050
    167476,     72008,     72144,    167232,    166982
    167527,     72060,     72254,    167283,    167092
    167532,     72067,     72208,    167287,    167046
    167488,     72028,     72159,    167244,    166997
    167528,     72062,     72243,    167284,    167081
    167499,     72031,     72174,    167254,    167012
    167484,     72010,     72188,    167239,    167026
    167509,     72046,     72228,    167264,    167066
    167465,     71994,     72159,    167220,    166997
    167483,     72009,     72221,    167238,    167059
    167487,     72021,     72207,    167243,    167045
    167509,     72042,     72225,    167264,    167063
    167509,     72037,     72203,    167265,    167041
    167490,     72027,     72184,    167246,    167022
    167482,     72016,     72195,    167238,    167033
    167504,     72038,     72225,    167260,    167063
    167466,     72000,     72165,    167222,    167003
    167554,     72091,     72291,    167310,    167129
    167527,     72060,     72176,    167283,    167014
    167521,     72055,     72197,    167277,    167035
    167508,     72036,     72190,    167264,    167028
    167545,     72077,     72240,    167300,    167078
    167488,     72025,     72146,    167243,    166984
    167512,     72044,     72227,    167267,    167065
    167506,     72046,     72197,    167262,    167035
    167540,     72072,     72237,    167296,    167075
    167526,     72059,     72189,    167282,    167027
    167510,     72037,     72187,    167266,    167025
    167541,     72076,     72234,    167297,    167072
    167472,     72000,     72134,    167228,    166972
    167497,     72035,     72228,    167252,    167066
    167463,     71992,     72169,    167219,    167007
    167487,     72024,     72227,    167243,    167065
    167473,     72004,     72189,    167229,    167027
    167509,     72041,     72239,    167264,    167077
    167478,     72010,     72172,    167233,    167010
    167493,     72027,     72218,    167249,    167056
    167506,     72044,     72216,    167262,    167054
    167511,     72044,     72208,    167267,    167046
    167508,     72043,     72200,    167263,    167038
    167515,     72048,     72210,    167270,    167048
    167503,     72039,     72191,    167258,    167029
    167501,     72030,     72201,    167256,    167039
    167513,     72050,     72215,    167269,    167053
    167505,     72039,     72195,    167260,    167033
    167480,     72002,     72178,    167235,    167016
    167537,     72066,     72260,    167292,    167098
    167499,     72027,     72165,    167255,    167003
    167473,     72004,     72177,    167228,    167015
    167495,     72034,     72225,    167251,    167063
    167534,     72062,     72242,    167290,    167080
    167522,     72051,     72191,    167277,    167029
    167518,     72055,     72199,    167274,    167037
    167524,     72054,     72209,    167280,    167047
    167486,     72018,     72165,    167242,    167003
    167505,     72041,     72222,    167261,    167060
    167492,     72030,     72190,    167248,    167028
    167490,     72029,     72201,    167246,    167039
    167469,     72006,     72182,    167225,    167020
    167511,     72050,     72245,    167267,    167083
    167510,     72043,     72202,    167266,    167040
    167522,     72050,     72215,    167278,    167053
    167463,     71996,     72144,    167219,    166982
    167476,     72009,     72216,    167231,    167054
    167526,     72058,     72253,    167282,    167091
    167476,     72015,     72153,    167232,    166991
    167504,     72032,     72231,    167260,    167069
    167458,     71990,     72157,    167213,    166995
    167517,     72047,     72262,    167273,    167100
    167488,     72024,     72174,    167244,    167012
    167477,     72015,     72192,    167232,    167030
    167523,     72058,     72249,    167279,    167087
    167488,     72023,     72168,    167243,    167006
    167515,     72047,     72230,    167271,    167068
    167496,     72031,     72184,    167252,    167022
    167470,     72007,     72177,    167226,    167015
    167476,     72007,     72209,    167232,    167047
    167471,     72008,     72198,    167227,    167036
    167516,     72048,     72248,    167271,    167086
    167533,     72066,     72220,    167289,    167058
    167465,     72000,     72135,    167220,    166973
    167537,     72075,     72275,    167292,    167113
    167532,     72066,     72198,    167288,    167036
    167513,     72040,     72184,    167269,    167022
    167479,     72009,     72169,    167235,    167007
    167500,     72032,     72224,    167256,    167062
    167480,     72012,     72183,    167235,    167021
    167522,     72061,     72245,    167278,    167083
    167514,     72048,     72195,    167269,    167033
    167479,     72008,     72168,    167234,    167006
    167525,     72059,     72249,    167280,    167087
    167516,     72045,     72194,    167272,    167032
    167482,     72015,     72169,    167237,    167007
    167519,     72056,     72240,    167275,    167078
    167491,     72025,     72175,    167247,    167013
    167509,     72044,     72221,    167264,    167059
    167523,     72056,     72217,    167279,    167055
    167473,     72008,     72153,    167229,    166991
    167523,     72051,     72253,    167279,    167091
    167507,     72035,     72187,    167263,    167025
    167513,     72044,     72209,    167269,    167047
    167488,     72021,     72178,    167243,    167016
    167522,     72054,     72237,    167277,    167075
    167471,     72005,     72152,    167227,    166990
    167466,     72001,     72198,    167221,    167036
    167495,     72028,     72232,    167250,    167070
    167491,     72024,     72199,    167247,    167037
    167470,     71998,     72182,    167226,    167020
    167505,     72031,     72238,    167260,    167076
    167497,     72032,     72195,    167253,    167033
    167499,     72030,     72205,    167254,    167043
    167532,     72069,     72236,    167288,    167074
    167495,     72021,     72166,    167251,    167004
    167522,     72053,     72230,    167278,    167068
    167504,     72033,     72185,    167259,    167023
    167511,     72048,     72210,    167266,    167048
    167518,     72051,     72210,    167273,    167048
    167483,     72008,     72168,    167239,    167006
    167451,     71979,     72171,    167207,    167009
    167485,     72010,     72237,    167241,    167075
    167476,     72006,     72194,    167231,    167032
    167509,     72041,     72236,    167264,    167074
    167462,     71991,     72156,    167217,    166994
    167497,     72029,     72238,    167252,    167076
    167527,     72052,     72233,    167282,    167071
    167492,     72024,     72168,    167247,    167006
    167499,     72033,     72210,    167254,    167048
    167509,     72041,     72213,    167265,    167051
    167510,     72042,     72204,    167265,    167042
    167496,     72030,     72189,    167252,    167027
    167531,     72061,     72238,    167287,    167076
    167484,     72012,     72156,    167239,    166994
    167562,     72096,     72281,    167318,    167119
    167513,     72044,     72154,    167269,    166992
    167494,     72026,     72184,    167250,    167022
    167509,     72041,     72218,    167265,    167056
    167506,     72039,     72200,    167262,    167038
    167518,     72050,     72215,    167273,    167053
    167513,     72041,     72198,    167269,    167036
    167484,     72016,     72174,    167240,    167012
    167520,     72052,     72239,    167275,    167077
    167529,     72062,     72212,    167285,    167050
    167504,     72038,     72178,    167260,    167016
    167467,     72001,     72166,    167223,    167004
    167504,     72035,     72240,    167259,    167078
    167491,     72025,     72190,    167246,    167028
    167484,     72009,     72196,    167240,    167034
    167503,     72037,     72222,    167259,    167060
    167468,     72006,     72168,    167223,    167006
    167486,     72015,     72221,    167241,    167059
    167479,     72014,     72196,    167234,    167034
    167479,     72011,     72203,    167234,    167041
    167535,     72069,     72259,    167291,    167097
    167511,     72045,     72179,    167266,    167017
    167505,     72036,     72197,    167261,    167035
    167479,     72015,     72177,    167234,    167015
    167509,     72050,     72233,    167264,    167071
    167450,     71987,     72144,    167206,    166982
    167484,     72017,     72237,    167240,    167075
    167496,     72031,     72215,    167251,    167053
    167478,     72014,     72185,    167234,    167023
    167486,     72023,     72211,    167242,    167049
    167490,     72019,     72207,    167245,    167045
    167513,     72045,     72226,    167269,    167064
    167474,     72009,     72164,    167229,    167002
    167466,     71995,     72195,    167221,    167033
    167516,     72047,     72253,    167271,    167091
    167458,     71996,     72145,    167213,    166983
    167487,     72018,     72232,    167243,    167070
    167468,     71996,     72184,    167224,    167022
    167490,     72014,     72225,    167246,    167063
    167504,     72034,     72217,    167260,    167055
    167453,     71986,     72152,    167209,    166990
    167448,     71977,     72198,    167204,    167036
    167449,     71980,     72204,    167205,    167042
    167490,     72020,     72244,    167246,    167082
    167486,     72017,     72199,    167242,    167037
    167493,     72028,     72210,    167249,    167048
    167502,     72032,     72212,    167258,    167050
    167520,     72049,     72221,    167275,    167059
    167496,     72024,     72179,    167251,    167017
    167508,     72036,     72215,    167264,    167053
    167472,     72000,     72167,    167227,    167005
    167509,     72040,     72240,    167265,    167078
    167489,     72018,     72183,    167244,    167021
    167517,     72051,     72231,    167273,    167069
    167509,     72041,     72195,    167264,    167033
    167474,     72008,     72168,    167230,    167006
    167507,     72039,     72236,    167263,    167074
    167511,     72043,     72207,    167267,    167045
    167484,     72013,     72176,    167239,    167014
    167469,     71994,     72188,    167224,    167026
    167506,     72026,     72240,    167261,    167078
    167486,     72022,     72183,    167241,    167021
    167488,     72014,     72205,    167243,    167043
    167479,     72007,     72194,    167235,    167032
    167488,     72018,     72212,    167243,    167050
    167476,     72013,     72191,    167232,    167029
    167509,     72034,     72236,    167265,    167074
    167526,     72060,     72220,    167282,    167058
    167542,     72073,     72219,    167298,    167057
    167519,     72053,     72180,    167275,    167018
    167480,     72015,     72164,    167236,    167002
    167531,     72060,     72254,    167286,    167092
    167505,     72041,     72177,    167261,    167015
    167513,     72043,     72211,    167269,    167049
    167524,     72061,     72214,    167280,    167052
    167488,     72016,     72167,    167244,    167005
    167528,     72065,     72243,    167283,    167081
    167478,     72009,     72153,    167234,    166991
    167477,     72008,     72202,    167233,    167040
    167454,     71991,     72180,    167210,    167018
    167484,     72012,     72233,    167240,    167071
    167460,     71988,     72179,    167215,    167017
    167513,     72036,     72256,    167269,    167094
    167511,     72041,     72201,    167266,    167039
    167465,     72000,     72157,    167221,    166995
    167504,     72041,     72242,    167260,    167080
    167482,     72015,     72181,    167237,    167019
    167471,     72008,     72192,    167227,    167030
    167460,     71991,     72192,    167216,    167030
    167493,     72025,     72236,    167248,    167074
    167495,     72030,     72205,    167250,    167043
    167461,     71996,     72169,    167216,    167007
    167503,     72036,     72245,    167259,    167083
    167463,     71990,     72163,    167219,    167001
    167479,     72011,     72219,    167234,    167057
    167475,     72010,     72199,    167230,    167037
    167451,     71988,     72179,    167207,    167017
    167458,     71992,     72210,    167214,    167048
    167494,     72031,     72239,    167250,    167077
    167456,     71990,     72165,    167212,    167003
    167467,     72003,     72214,    167223,    167052
    167485,     72022,     72221,    167241,    167059
    167479,     72011,     72197,    167235,    167035
    167499,     72033,     72223,    167254,    167061
    167545,     72073,     72249,    167300,    167087
    167495,     72032,     72153,    167250,    166991
    167482,     72016,     72190,    167238,    167028
    167520,     72049,     72241,    167275,    167079
    167500,     72028,     72183,    167256,    167021
    167485,     72024,     72188,    167241,    167026
    167481,     72006,     72199,    167237,    167037
    167466,     71998,     72188,    167221,    167026
    167454,     71985,     72191,    167210,    167029
    167448,     71979,     72197,    167204,    167035
    167459,     71997,     72214,    167215,    167052
    167467,     72002,     72211,    167222,    167049
    167517,     72045,     72253,    167273,    167091
    167513,     72042,     72199,    167268,    167037
    167490,     72019,     72180,    167245,    167018
    167469,     72003,     72182,    167225,    167020
    167524,     72058,     72258,    167279,    167096
    167501,     72031,     72180,    167257,    167018
    167494,     72021,     72196,    167249,    167034
    167508,     72037,     72217,    167263,    167055
    167530,     72056,     72225,    167285,    167063
    167493,     72029,     72166,    167249,    167004
    167475,     72013,     72185,    167230,    167023
    167558,     72096,     72286,    167313,    167124
    167517,     72052,     72162,    167272,    167000
    167479,     72011,     72165,    167234,    167003
    167478,     72013,     72202,    167233,    167040
    167509,     72038,     72234,    167265,    167072
    167518,     72041,     72212,    167274,    167050
    167523,     72055,     72208,    167278,    167046
    167508,     72033,     72188,    167263,    167026
    167502,     72037,     72197,    167257,    167035
    167466,     72003,     72167,    167222,    167005
    167484,     72020,     72221,    167240,    167059
    167519,     72051,     72238,    167275,    167076
    167495,     72022,     72179,    167251,    167017
    167529,     72057,     72237,    167285,    167075
    167503,     72029,     72177,    167258,    167015
    167453,     71982,     72153,    167208,    166991
    167474,     72003,     72224,    167229,    167062
    167479,     72012,     72208,    167235,    167046
    167467,     72001,     72191,    167223,    167029
    167471,     72009,     72207,    167227,    167045
    167458,     71993,     72190,    167213,    167028
    167482,     72019,     72227,    167237,    167065
    167508,     72042,     72229,    167264,    167067
    167467,     72000,     72162,    167222,    167000
    167496,     72028,     72232,    167251,    167070
    167484,     72022,     72191,    167240,    167029
    167459,     71996,     72178,    167215,    167016
    167517,     72049,     72261,    167272,    167099
    167528,     72064,     72214,    167284,    167052
    167417,     71954,     72092,    167173,    166930
    167471,     72004,     72257,    167227,    167095
    167486,     72024,     72218,    167242,    167056
    167446,     71981,     72163,    167202,    167001
    167483,     72016,     72240,    167239,    167078
    167482,     72017,     72202,    167238,    167040
    167460,     71999,     72181,    167216,    167019
    167471,     72005,     72214,    167226,    167052
    167476,     72016,     72208,    167231,    167046
    167472,     72006,     72199,    167227,    167037
    167472,     72003,     72203,    167227,    167041
    167464,     71994,     72195,    167220,    167033
    167424,     71958,     72163,    167180,    167001
    167459,     71993,     72238,    167214,    167076
    167455,     71987,     72199,    167210,    167037
    167456,     71982,     72204,    167211,    167042
    167457,     71994,     72204,    167213,    167042
    167460,     71996,     72206,    167215,    167044
    167483,     72015,     72226,    167238,    167064
    167467,     72003,     72187,    167223,    167025
    167495,     72023,     72231,    167251,    167069
    167485,     72013,     72193,    167240,    167031
    167452,     71991,     72170,    167208,    167008
    167479,     72013,     72230,    167234,    167068
    167438,     71971,     72162,    167194,    167000
    167476,     71999,     72241,    167232,    167079
    167497,     72032,     72224,    167252,    167062
    167457,     71992,     72163,    167212,    167001
    167484,     72015,     72230,    167240,    167068
    167488,     72018,     72207,    167243,    167045
    167501,     72035,     72216,    167257,    167054
    167486,     72025,     72188,    167242,    167026
    167506,     72037,     72223,    167261,    167061
    167466,     71999,     72163,    167222,    167001
    167460,     71999,     72197,    167216,    167035
    167484,     72018,     72227,    167240,    167065
    167508,     72039,     72227,    167264,    167065
    167495,     72026,     72190,    167251,    167028
    167495,     72024,     72203,    167251,    167041
    167473,     72010,     72181,    167229,    167019
    167497,     72034,     72227,    167252,    167065
    167472,     72009,     72178,    167228,    167016
    167455,     71992,     72186,    167210,    167024
    167498,     72032,     72246,    167253,    167084
    167483,     72015,     72188,    167239,    167026
    167465,     72005,     72185,    167221,    167023
    167506,     72036,     72244,    167262,    167082
    167488,     72024,     72185,    167244,    167023
    167517,     72053,     72232,    167272,    167070
    167537,     72064,     72223,    167293,    167061
    167525,     72055,     72191,    167280,    167029
    167447,     71979,     72125,    167202,    166963
    167496,     72033,     72252,    167252,    167090
    167487,     72021,     72194,    167243,    167032
    167500,     72034,     72216,    167256,    167054
    167479,     72013,     72182,    167235,    167020
    167442,     71976,     72166,    167198,    167004
    167518,     72052,     72279,    167274,    167117
    167480,     72014,     72165,    167235,    167003
    167473,     72006,     72196,    167228,    167034
    167466,     72000,     72196,    167222,    167034
    167484,     72014,     72221,    167240,    167059
    167510,     72036,     72229,    167266,    167067
    167497,     72029,     72190,    167253,    167028
    167489,     72016,     72195,    167245,    167033
    167546,     72076,     72260,    167302,    167098
    167487,     72023,     72144,    167242,    166982
    167485,     72016,     72201,    167241,    167039
    167507,     72036,     72225,    167263,    167063
    167496,     72023,     72192,    167252,    167030
    167492,     72024,     72199,    167247,    167037
    167460,     71996,     72171,    167216,    167009
    167502,     72038,     72245,    167258,    167083
    167496,     72026,     72197,    167252,    167035
    167435,     71970,     72142,    167191,    166980
    167481,     72013,     72249,    167237,    167087
    167476,     72013,     72198,    167231,    167036
    167513,     72053,     72240,    167269,    167078
    167485,     72019,     72175,    167240,    167013
    167497,     72023,     72215,    167252,    167053
    167456,     71993,     72162,    167212,    167000
    167481,     72017,     72228,    167237,    167066
    167496,     72027,     72218,    167251,    167056
    167505,     72042,     72212,    167261,    167050
    167524,     72055,     72222,    167280,    167060
    167502,     72040,     72181,    167258,    167019
    167471,     72006,     72172,    167227,    167010
    167499,     72035,     72231,    167254,    167069
    167450,     71984,     72154,    167206,    166992
    167480,     72011,     72233,    167236,    167071
    167493,     72020,     72216,    167248,    167054
    167479,     72012,     72189,    167234,    167027
    167500,     72032,     72224,    167255,    167062
    167497,     72023,     72200,    167252,    167038
    167482,     72007,     72188,    167238,    167026
    167484,     72012,     72205,    167240,    167043
    167521,     72049,     72240,    167277,    167078
    167508,     72038,     72190,    167264,    167028
    167478,     72007,     72173,    167234,    167011
    167466,     71999,     72191,    167222,    167029
    167482,     72014,     72219,    167238,    167057
    167467,     72001,     72188,    167222,    167026
    167486,     72017,     72222,    167242,    167060
    167517,     72051,     72234,    167273,    167072
    167484,     72021,     72170,    167240,    167008
    167514,     72047,     72233,    167270,    167071
    167476,     72009,     72165,    167232,    167003
    167477,     72013,     72204,    167233,    167042
    167517,     72048,     72243,    167273,    167081
    167502,     72040,     72188,    167257,    167026
    167463,     71990,     72164,    167218,    167002
    167530,     72055,     72270,    167285,    167108
    167514,     72048,     72187,    167270,    167025
    167489,     72024,     72178,    167245,    167016
    167500,     72035,     72214,    167255,    167052
    167510,     72042,     72213,    167266,    167051
    167494,     72022,     72187,    167250,    167025
    167480,     72008,     72189,    167236,    167027
    167510,     72044,     72233,    167266,    167071
    167475,     72009,     72168,    167231,    167006
    167486,     72016,     72214,    167241,    167052
    167467,     71998,     72184,    167223,    167022
    167502,     72031,     72238,    167257,    167076
    167479,     72013,     72180,    167234,    167018
    167483,     72014,     72207,    167239,    167045
    167516,     72045,     72236,    167271,    167074
    167497,     72025,     72184,    167253,    167022
    167495,     72026,     72201,    167251,    167039
    167513,     72044,     72221,    167269,    167059
    167466,     71997,     72156,    167222,    166994
    167506,     72042,     72243,    167262,    167081
    167516,     72056,     72213,    167272,    167051
    167494,     72033,     72181,    167250,    167019
    167515,     72051,     72224,    167271,    167062
    167486,     72024,     72174,    167242,    167012
    167514,     72046,     72231,    167270,    167069
    167508,     72042,     72197,    167263,    167035
    167493,     72023,     72188,    167249,    167026
    167550,     72084,     72260,    167305,    167098
    167535,     72065,     72188,    167291,    167026
    167496,     72023,     72164,    167252,    167002
    167535,     72064,     72242,    167290,    167080
    167488,     72023,     72156,    167243,    166994
    167493,     72031,     72208,    167249,    167046
    167513,     72048,     72223,    167268,    167061
    167587,     72118,     72277,    167342,    167115
    167525,     72061,     72141,    167281,    166979
    167535,     72067,     72213,    167290,    167051
    167502,     72033,     72170,    167258,    167008
    167515,     72045,     72216,    167271,    167054
    167496,     72033,     72184,    167251,    167022
    167505,     72037,     72212,    167260,    167050
    167514,     72049,     72212,    167269,    167050
