# avg10RB: 0.870722      avg10RE: 1.000000     pct5: 476.000000		
# bytecnt, realBegin, caluAddAvgBegin, caluPct5Begin, realEnd, caluAddAvgEnd, caluPct5End
    167475,     72015,     72003,     72480,    167231,    167227,    166751
    167444,     71981,     71983,     72459,    167199,    167203,    166727
    167522,     72059,     72077,     72554,    167277,    167312,    166836
    167484,     72015,     71976,     72453,    167240,    167196,    166720
    167486,     72011,     72011,     72488,    167242,    167236,    166760
    167485,     72012,     72009,     72485,    167241,    167233,    166757
    167494,     72020,     72017,     72494,    167249,    167243,    166767
    167535,     72070,     72045,     72522,    167290,    167275,    166799
    167532,     72063,     72007,     72483,    167288,    167231,    166755
    167528,     72056,     72006,     72483,    167284,    167230,    166754
    167497,     72029,     71983,     72459,    167252,    167203,    166727
    167488,     72021,     72002,     72478,    167244,    167225,    166749
    167504,     72039,     72023,     72500,    167259,    167250,    166774
    167516,     72050,     72020,     72496,    167272,    167246,    166770
    167497,     72030,     71993,     72469,    167253,    167215,    166739
    167511,     72042,     72022,     72498,    167266,    167248,    166772
    167514,     72046,     72012,     72489,    167270,    167237,    166761
    167505,     72036,     72002,     72478,    167261,    167225,    166749
    167536,     72068,     72036,     72513,    167291,    167265,    166789
    167518,     72054,     71994,     72470,    167274,    167216,    166740
    167485,     72019,     71981,     72457,    167241,    167201,    166725
    167550,     72083,     72066,     72543,    167306,    167299,    166823
    167513,     72050,     71977,     72454,    167269,    167197,    166721
    167539,     72069,     72032,     72509,    167295,    167260,    166784
    167523,     72058,     71996,     72472,    167278,    167218,    166742
    167522,     72054,     72009,     72485,    167278,    167233,    166757
    167533,     72062,     72019,     72496,    167288,    167245,    166769
    167497,     72028,     71978,     72455,    167253,    167198,    166722
    167558,     72089,     72063,     72539,    167314,    167295,    166819
    167514,     72038,     71971,     72448,    167269,    167190,    166714
    167516,     72041,     72011,     72488,    167272,    167236,    166760
    167530,     72060,     72022,     72498,    167286,    167248,    166772
    167500,     72034,     71983,     72460,    167255,    167204,    166728
    167480,     72013,     71992,     72469,    167236,    167214,    166738
    167497,     72023,     72024,     72501,    167253,    167251,    166775
    167501,     72029,     72013,     72489,    167257,    167238,    166762
    167507,     72036,     72015,     72491,    167263,    167240,    166764
    167477,     72008,     71983,     72460,    167233,    167204,    166728
    167533,     72063,     72058,     72535,    167289,    167290,    166814
    167535,     72072,     72011,     72488,    167291,    167236,    166760
    167512,     72048,     71989,     72466,    167268,    167211,    166735
    167503,     72040,     72002,     72478,    167259,    167225,    166749
    167520,     72050,     72024,     72501,    167276,    167251,    166775
    167466,     72005,     71962,     72439,    167221,    167180,    166704
    167474,     72010,     72016,     72493,    167230,    167242,    166766
    167485,     72019,     72019,     72496,    167240,    167245,    166769
    167493,     72023,     72016,     72493,    167248,    167242,    166766
    167447,     71978,     71969,     72446,    167202,    167188,    166712
    167480,     72016,     72038,     72515,    167236,    167267,    166791
    167472,     72008,     72003,     72479,    167228,    167226,    166750
    167520,     72055,     72051,     72528,    167276,    167282,    166806
    167476,     72013,     71971,     72448,    167231,    167190,    166714
    167480,     72014,     72013,     72489,    167236,    167238,    166762
    167499,     72029,     72026,     72503,    167254,    167253,    166777
    167482,     72022,     71995,     72471,    167237,    167217,    166741
    167490,     72020,     72016,     72493,    167246,    167242,    166766
    167473,     72002,     71995,     72471,    167228,    167217,    166741
    167494,     72023,     72028,     72504,    167249,    167255,    166779
    167489,     72020,     72005,     72482,    167245,    167229,    166753
    167509,     72035,     72027,     72503,    167264,    167254,    166778
    167508,     72032,     72009,     72485,    167263,    167233,    166757
    167511,     72047,     72012,     72489,    167267,    167237,    166761
    167498,     72028,     71998,     72475,    167254,    167221,    166745
    167494,     72032,     72006,     72483,    167249,    167230,    166754
    167499,     72028,     72014,     72490,    167255,    167239,    166763
    167482,     72010,     71995,     72471,    167238,    167217,    166741
    167502,     72042,     72027,     72503,    167257,    167254,    166778
    167528,     72058,     72032,     72509,    167284,    167260,    166784
    167483,     72011,     71970,     72447,    167238,    167189,    166713
    167483,     72011,     72010,     72486,    167239,    167234,    166758
    167512,     72038,     72035,     72511,    167267,    167263,    166787
    167494,     72023,     71994,     72470,    167249,    167216,    166740
    167493,     72029,     72009,     72485,    167249,    167233,    166757
    167490,     72028,     72007,     72483,    167246,    167231,    166755
    167481,     72008,     72002,     72478,    167237,    167225,    166749
    167466,     72001,     71996,     72473,    167221,    167219,    166743
    167480,     72015,     72022,     72498,    167236,    167248,    166772
    167485,     72018,     72014,     72490,    167240,    167239,    166763
    167484,     72015,     72009,     72485,    167240,    167233,    166757
    167495,     72023,     72019,     72496,    167251,    167245,    166769
    167487,     72020,     72003,     72479,    167243,    167226,    166750
    167493,     72029,     72015,     72491,    167249,    167240,    166764
    167489,     72022,     72006,     72483,    167244,    167230,    166754
    167504,     72029,     72023,     72499,    167260,    167249,    166773
    167472,     72000,     71982,     72458,    167228,    167202,    166726
    167492,     72028,     72027,     72503,    167248,    167254,    166778
    167497,     72031,     72014,     72490,    167252,    167239,    166763
    167520,     72054,     72030,     72506,    167276,    167257,    166781
    167477,     72008,     71972,     72449,    167233,    167191,    166715
    167500,     72028,     72030,     72506,    167255,    167257,    166781
    167518,     72046,     72025,     72502,    167274,    167252,    166776
    167506,     72042,     71999,     72476,    167262,    167222,    166746
    167492,     72026,     71997,     72474,    167248,    167220,    166744
    167491,     72023,     72009,     72485,    167247,    167233,    166757
    167546,     72081,     72057,     72534,    167302,    167289,    166813
    167535,     72063,     72000,     72476,    167290,    167223,    166747
    167495,     72025,     71975,     72451,    167251,    167194,    166718
    167529,     72063,     72039,     72516,    167285,    167268,    166792
    167511,     72049,     71994,     72470,    167266,    167216,    166740
    167511,     72042,     72010,     72486,    167267,    167234,    166758
    167496,     72025,     71996,     72473,    167251,    167219,    166743
    167499,     72030,     72012,     72489,    167255,    167237,    166761
    167531,     72068,     72037,     72514,    167287,    167266,    166790
    167517,     72051,     71997,     72474,    167273,    167220,    166744
    167499,     72036,     71994,     72470,    167255,    167216,    166740
    167488,     72022,     72000,     72476,    167244,    167223,    166747
    167483,     72014,     72005,     72482,    167239,    167229,    166753
    167530,     72058,     72050,     72527,    167285,    167281,    166805
    167504,     72042,     71987,     72463,    167259,    167208,    166732
    167556,     72091,     72055,     72531,    167311,    167286,    166810
    167555,     72084,     72009,     72485,    167310,    167233,    166757
    167501,     72035,     71962,     72439,    167257,    167180,    166704
    167499,     72033,     72008,     72484,    167254,    167232,    166756
    167535,     72061,     72041,     72517,    167291,    167270,    166794
    167498,     72038,     71977,     72454,    167254,    167197,    166721
    167500,     72042,     72011,     72488,    167256,    167236,    166760
    167448,     71987,     71964,     72441,    167204,    167182,    166706
    167474,     72008,     72032,     72509,    167230,    167260,    166784
    167465,     72000,     72002,     72478,    167220,    167225,    166749
    167464,     71992,     72009,     72485,    167220,    167233,    166757
    167492,     72023,     72034,     72510,    167248,    167262,    166786
    167453,     71987,     71976,     72452,    167209,    167195,    166719
    167451,     71979,     72008,     72484,    167207,    167232,    166756
    167494,     72025,     72047,     72523,    167250,    167277,    166801
    167464,     71999,     71983,     72460,    167219,    167204,    166728
    167465,     71985,     72010,     72487,    167220,    167235,    166759
    167488,     72020,     72030,     72506,    167244,    167257,    166781
    167476,     72001,     71999,     72476,    167231,    167222,    166746
    167448,     71985,     71985,     72462,    167204,    167206,    166730
    167463,     71994,     72023,     72499,    167219,    167249,    166773
    167539,     72065,     72076,     72552,    167294,    167310,    166834
    167468,     72002,     71948,     72424,    167224,    167163,    166687
    167493,     72021,     72031,     72508,    167249,    167259,    166783
    167496,     72031,     72012,     72489,    167251,    167237,    166761
    167497,     72033,     72010,     72487,    167253,    167235,    166759
    167527,     72056,     72036,     72512,    167283,    167264,    166788
    167478,     72013,     71967,     72443,    167233,    167185,    166709
    167496,     72026,     72025,     72502,    167252,    167252,    166776
    167535,     72064,     72043,     72520,    167291,    167273,    166797
    167527,     72058,     72003,     72479,    167283,    167226,    166750
    167473,     72004,     71962,     72439,    167228,    167180,    166704
    167504,     72036,     72036,     72513,    167259,    167265,    166789
    167483,     72012,     71991,     72468,    167238,    167213,    166737
    167493,     72022,     72018,     72495,    167249,    167244,    166768
    167467,     72002,     71987,     72463,    167222,    167208,    166732
    167519,     72054,     72055,     72531,    167274,    167286,    166810
    167497,     72030,     71990,     72467,    167252,    167212,    166736
    167520,     72050,     72030,     72506,    167276,    167257,    166781
    167508,     72039,     71999,     72476,    167264,    167222,    166746
    167514,     72054,     72015,     72491,    167270,    167240,    166764
    167506,     72043,     72003,     72479,    167262,    167226,    166750
    167539,     72076,     72038,     72515,    167295,    167267,    166791
    167508,     72039,     71983,     72459,    167264,    167203,    166727
    167502,     72034,     72004,     72481,    167257,    167228,    166752
    167495,     72028,     72003,     72480,    167251,    167227,    166751
    167451,     71993,     71971,     72448,    167207,    167190,    166714
    167497,     72030,     72050,     72526,    167253,    167280,    166804
    167508,     72040,     72019,     72496,    167263,    167245,    166769
    167543,     72082,     72040,     72516,    167299,    167269,    166793
    167528,     72061,     71996,     72473,    167283,    167219,    166743
    167479,     72008,     71967,     72443,    167235,    167185,    166709
    167492,     72029,     72021,     72497,    167248,    167247,    166771
    167520,     72059,     72034,     72510,    167276,    167262,    166786
    167457,     71994,     71955,     72431,    167213,    167171,    166695
    167542,     72069,     72084,     72560,    167298,    167319,    166843
    167506,     72043,     71978,     72455,    167262,    167198,    166722
    167545,     72079,     72043,     72520,    167300,    167273,    166797
    167493,     72028,     71964,     72441,    167249,    167182,    166706
    167511,     72045,     72025,     72502,    167267,    167252,    166776
    167491,     72023,     71992,     72469,    167246,    167214,    166738
    167481,     72009,     72001,     72477,    167237,    167224,    166748
    167453,     71987,     71985,     72462,    167209,    167206,    166730
    167498,     72032,     72049,     72525,    167254,    167279,    166803
    167520,     72054,     72029,     72505,    167276,    167256,    166780
    167519,     72062,     72009,     72485,    167274,    167233,    166757
    167474,     72008,     71970,     72447,    167230,    167189,    166713
    167513,     72045,     72043,     72520,    167269,    167273,    166797
    167470,     72005,     71972,     72449,    167226,    167191,    166715
    167492,     72024,     72029,     72505,    167247,    167256,    166780
    167509,     72046,     72024,     72501,    167265,    167251,    166775
    167486,     72020,     71989,     72466,    167242,    167211,    166735
    167512,     72044,     72032,     72509,    167267,    167260,    166784
    167512,     72041,     72010,     72486,    167267,    167234,    166758
    167509,     72040,     72007,     72483,    167264,    167231,    166755
    167494,     72022,     71996,     72473,    167250,    167219,    166743
    167498,     72030,     72013,     72489,    167254,    167238,    166762
    167527,     72061,     72035,     72511,    167283,    167263,    166787
    167512,     72040,     71996,     72473,    167267,    167219,    166743
    167494,     72028,     71994,     72470,    167249,    167216,    166740
    167481,     72012,     71998,     72475,    167237,    167221,    166745
    167500,     72031,     72026,     72503,    167255,    167253,    166777
    167454,     71988,     71969,     72446,    167210,    167188,    166712
    167429,     71964,     71988,     72464,    167184,    167209,    166733
    167481,     72007,     72055,     72531,    167236,    167286,    166810
    167492,     72025,     72019,     72496,    167247,    167245,    166769
    167514,     72053,     72029,     72505,    167270,    167256,    166780
    167471,     72007,     71972,     72449,    167227,    167191,    166715
    167484,     72016,     72021,     72497,    167239,    167247,    166771
    167440,     71966,     71971,     72448,    167195,    167190,    166714
    167479,     72014,     72043,     72520,    167235,    167273,    166797
    167486,     72025,     72016,     72492,    167242,    167241,    166765
    167450,     71987,     71978,     72455,    167206,    167198,    166722
    167511,     72045,     72063,     72539,    167267,    167295,    166819
    167497,     72028,     71997,     72474,    167252,    167220,    166744
    167481,     72016,     71996,     72472,    167236,    167218,    166742
    167487,     72021,     72015,     72491,    167243,    167240,    166764
    167446,     71974,     71974,     72450,    167201,    167193,    166717
    167459,     71990,     72021,     72497,    167215,    167247,    166771
    167468,     71999,     72017,     72494,    167223,    167243,    166767
    167484,     72015,     72023,     72500,    167239,    167250,    166774
    167469,     72009,     71996,     72473,    167225,    167219,    166743
    167504,     72041,     72040,     72516,    167260,    167269,    166793
    167478,     72009,     71987,     72463,    167233,    167208,    166732
    167499,     72031,     72028,     72504,    167255,    167255,    166779
    167469,     71999,     71983,     72460,    167225,    167204,    166728
    167464,     71995,     72005,     72482,    167220,    167229,    166753
    167448,     71987,     71996,     72472,    167204,    167218,    166742
    167426,     71963,     71990,     72467,    167181,    167212,    166736
    167453,     71991,     72033,     72510,    167208,    167261,    166785
    167465,     72001,     72020,     72496,    167220,    167246,    166770
    167435,     71970,     71983,     72460,    167190,    167204,    166728
    167443,     71983,     72016,     72493,    167198,    167242,    166766
    167439,     71973,     72006,     72483,    167195,    167230,    166754
    167470,     71998,     72036,     72513,    167226,    167265,    166789
    167481,     72018,     72019,     72496,    167237,    167245,    166769
    167482,     72022,     72010,     72487,    167238,    167235,    166759
    167534,     72071,     72055,     72531,    167290,    167286,    166810
    167508,     72038,     71987,     72463,    167264,    167208,    166732
    167517,     72052,     72017,     72494,    167272,    167243,    166767
    167485,     72018,     71982,     72458,    167241,    167202,    166726
    167500,     72034,     72023,     72499,    167256,    167249,    166773
    167527,     72068,     72033,     72510,    167282,    167261,    166785
    167496,     72030,     71983,     72459,    167251,    167203,    166727
    167503,     72032,     72016,     72492,    167258,    167241,    166765
    167510,     72047,     72016,     72492,    167266,    167241,    166765
    167502,     72041,     72003,     72479,    167258,    167226,    166750
    167494,     72022,     72003,     72479,    167249,    167226,    166750
    167477,     72009,     71995,     72471,    167232,    167217,    166741
    167473,     72002,     72006,     72483,    167229,    167230,    166754
    167483,     72016,     72018,     72495,    167239,    167244,    166768
    167485,     72015,     72011,     72488,    167240,    167236,    166760
    167482,     72019,     72007,     72483,    167237,    167231,    166755
    167456,     71995,     71987,     72463,    167212,    167208,    166732
    167441,     71977,     71996,     72473,    167197,    167219,    166743
    167431,     71968,     72001,     72477,    167187,    167224,    166748
    167479,     72013,     72051,     72528,    167234,    167282,    166806
    167462,     71996,     71995,     72471,    167218,    167217,    166741
    167497,     72029,     72040,     72516,    167252,    167269,    166793
    167486,     72015,     72000,     72476,    167241,    167223,    166747
    167478,     72009,     72003,     72479,    167233,    167226,    166750
    167491,     72023,     72021,     72497,    167246,    167247,    166771
    167483,     72017,     72003,     72479,    167239,    167226,    166750
    167483,     72016,     72010,     72486,    167239,    167234,    166758
    167479,     72004,     72006,     72483,    167234,    167230,    166754
    167522,     72050,     72047,     72523,    167278,    167277,    166801
    167486,     72022,     71978,     72455,    167241,    167198,    166722
    167512,     72050,     72032,     72509,    167268,    167260,    166784
    167505,     72034,     72003,     72480,    167261,    167227,    166751
    167502,     72033,     72007,     72483,    167258,    167231,    166755
    167520,     72055,     72025,     72502,    167276,    167252,    166776
    167492,     72024,     71985,     72462,    167247,    167206,    166730
    167520,     72048,     72034,     72510,    167276,    167262,    166786
    167519,     72047,     72009,     72485,    167275,    167233,    166757
    167459,     71995,     71957,     72434,    167215,    167174,    166698
    167444,     71979,     71996,     72473,    167200,    167219,    166743
    167476,     72007,     72037,     72514,    167232,    167266,    166790
    167519,     72050,     72047,     72523,    167274,    167277,    166801
    167500,     72030,     71993,     72469,    167256,    167215,    166739
    167545,     72077,     72049,     72525,    167301,    167279,    166803
    167493,     72015,     71964,     72441,    167248,    167182,    166706
    167521,     72053,     72034,     72510,    167276,    167262,    166786
    167512,     72037,     72002,     72478,    167267,    167225,    166749
    167534,     72067,     72029,     72505,    167290,    167256,    166780
    167489,     72019,     71970,     72447,    167245,    167189,    166713
    167469,     71995,     71992,     72469,    167224,    167214,    166738
    167501,     72035,     72037,     72514,    167257,    167266,    166790
    167538,     72068,     72042,     72518,    167294,    167271,    166795
    167485,     72022,     71963,     72440,    167241,    167181,    166705
    167498,     72036,     72021,     72497,    167253,    167247,    166771
    167455,     71983,     71972,     72449,    167210,    167191,    166715
    167492,     72027,     72042,     72518,    167248,    167271,    166795
    167469,     72000,     71989,     72466,    167224,    167211,    166735
    167521,     72053,     72055,     72531,    167276,    167286,    166810
    167516,     72044,     72005,     72482,    167272,    167229,    166753
    167471,     71999,     71970,     72447,    167226,    167189,    166713
    167481,     72016,     72018,     72495,    167236,    167244,    166768
    167479,     72013,     72008,     72484,    167234,    167232,    166756
    167499,     72036,     72027,     72503,    167254,    167254,    166778
    167503,     72043,     72013,     72489,    167259,    167238,    166762
    167492,     72026,     72000,     72476,    167248,    167223,    166747
    167480,     72018,     71999,     72476,    167235,    167222,    166746
    167498,     72026,     72025,     72502,    167253,    167252,    166776
    167497,     72033,     72009,     72485,    167252,    167233,    166757
    167490,     72030,     72003,     72480,    167245,    167227,    166751
    167507,     72041,     72024,     72501,    167263,    167251,    166775
    167491,     72025,     71996,     72472,    167247,    167218,    166742
    167511,     72047,     72027,     72503,    167267,    167254,    166778
    167478,     72017,     71981,     72457,    167234,    167201,    166725
    167495,     72029,     72024,     72501,    167251,    167251,    166775
    167486,     72019,     72002,     72478,    167242,    167225,    166749
    167527,     72060,     72045,     72522,    167283,    167275,    166799
    167524,     72053,     72007,     72483,    167279,    167231,    166755
    167521,     72052,     72007,     72483,    167277,    167231,    166755
    167534,     72068,     72021,     72497,    167290,    167247,    166771
    167472,     72004,     71956,     72432,    167227,    167172,    166696
    167537,     72067,     72066,     72543,    167293,    167299,    166823
    167495,     72029,     71973,     72449,    167251,    167192,    166716
    167471,     72003,     71989,     72465,    167227,    167210,    166734
    167487,     72024,     72023,     72500,    167242,    167250,    166774
    167508,     72043,     72028,     72504,    167263,    167255,    166779
    167496,     72032,     71999,     72476,    167251,    167222,    166746
    167494,     72025,     72008,     72484,    167250,    167232,    166756
    167510,     72039,     72023,     72500,    167265,    167250,    166774
    167518,     72052,     72016,     72493,    167274,    167242,    166766
    167494,     72028,     71989,     72465,    167249,    167210,    166734
    167470,     72001,     71989,     72465,    167225,    167210,    166734
    167485,     72019,     72023,     72499,    167241,    167249,    166773
    167468,     71994,     71995,     72471,    167224,    167217,    166741
    167461,     71987,     72003,     72480,    167217,    167227,    166751
    167454,     71975,     72003,     72480,    167209,    167227,    166751
    167477,     72010,     72030,     72506,    167232,    167257,    166781
    167470,     72005,     72003,     72480,    167226,    167227,    166751
    167437,     71972,     71981,     72457,    167192,    167201,    166725
    167443,     71981,     72015,     72491,    167198,    167240,    166764
    167470,     71999,     72033,     72510,    167225,    167261,    166785
    167473,     72003,     72012,     72489,    167229,    167237,    166761
    167468,     72001,     72005,     72482,    167224,    167229,    166753
    167504,     72038,     72041,     72517,    167260,    167270,    166794
    167548,     72076,     72048,     72524,    167304,    167278,    166802
    167451,     71991,     71925,     72402,    167207,    167137,    166661
    167494,     72027,     72047,     72523,    167250,    167277,    166801
    167499,     72038,     72014,     72490,    167255,    167239,    166763
    167478,     72015,     71991,     72468,    167234,    167213,    166737
    167472,     72008,     72004,     72481,    167228,    167228,    166752
    167454,     71988,     71994,     72470,    167209,    167216,    166740
    167469,     72000,     72023,     72499,    167224,    167249,    166773
    167446,     71983,     71989,     72466,    167202,    167211,    166735
    167489,     72026,     72047,     72523,    167245,    167277,    166801
    167465,     71997,     71989,     72465,    167221,    167210,    166734
    167495,     72030,     72036,     72512,    167250,    167264,    166788
    167466,     72004,     71984,     72461,    167221,    167205,    166729
    167478,     72015,     72020,     72496,    167233,    167246,    166770
    167468,     72005,     72001,     72477,    167224,    167224,    166748
    167449,     71978,     71993,     72469,    167204,    167215,    166739
    167509,     72044,     72062,     72538,    167265,    167294,    166818
    167464,     71998,     71970,     72447,    167219,    167189,    166713
    167499,     72030,     72040,     72516,    167254,    167269,    166793
    167491,     72022,     72003,     72479,    167246,    167226,    166750
    167530,     72058,     72043,     72520,    167286,    167273,    166797
    167470,     72001,     71957,     72434,    167226,    167174,    166698
    167474,     72010,     72013,     72489,    167229,    167238,    166762
    167498,     72037,     72030,     72507,    167254,    167258,    166782
    167480,     72010,     71994,     72470,    167235,    167216,    166740
    167523,     72057,     72047,     72523,    167279,    167277,    166801
    167486,     72022,     71977,     72454,    167241,    167197,    166721
    167459,     71993,     71986,     72462,    167214,    167207,    166731
    167478,     72010,     72026,     72503,    167233,    167253,    166777
    167463,     71995,     71996,     72473,    167218,    167219,    166743
    167498,     72032,     72040,     72516,    167253,    167269,    166793
    167498,     72030,     72010,     72486,    167253,    167234,    166758
    167482,     72016,     71996,     72472,    167238,    167218,    166742
    167500,     72036,     72025,     72502,    167256,    167252,    166776
    167473,     72007,     71986,     72462,    167229,    167207,    166731
    167523,     72053,     72053,     72530,    167279,    167284,    166808
    167454,     71990,     71949,     72426,    167209,    167165,    166689
    167553,     72081,     72096,     72572,    167309,    167333,    166857
    167474,     72005,     71941,     72417,    167229,    167155,    166679
    167487,     72021,     72021,     72497,    167243,    167247,    166771
    167511,     72045,     72030,     72507,    167266,    167258,    166782
    167483,     72019,     71985,     72462,    167239,    167206,    166730
    167443,     71978,     71975,     72451,    167198,    167194,    166718
    167478,     72009,     72040,     72516,    167234,    167269,    166793
    167489,     72024,     72019,     72496,    167244,    167245,    166769
    167510,     72041,     72028,     72504,    167266,    167255,    166779
    167495,     72027,     71996,     72473,    167250,    167219,    166743
    167524,     72056,     72035,     72511,    167279,    167263,    166787
    167510,     72034,     71997,     72474,    167266,    167220,    166744
    167448,     71982,     71956,     72432,    167204,    167172,    166696
    167491,     72027,     72047,     72523,    167247,    167277,    166801
    167497,     72022,     72015,     72491,    167252,    167240,    166764
    167487,     72022,     72001,     72477,    167242,    167224,    166748
    167506,     72042,     72026,     72503,    167262,    167253,    166777
    167482,     72019,     71989,     72465,    167238,    167210,    166734
    167488,     72025,     72015,     72491,    167243,    167240,    166764
    167531,     72066,     72047,     72523,    167286,    167277,    166801
    167486,     72017,     71970,     72447,    167241,    167189,    166713
    167463,     71999,     71989,     72466,    167219,    167211,    166735
    167495,     72032,     72037,     72514,    167251,    167266,    166790
    167527,     72054,     72037,     72514,    167282,    167266,    166790
    167470,     72009,     71960,     72436,    167226,    167177,    166701
    167491,     72026,     72028,     72504,    167247,    167255,    166779
    167517,     72054,     72032,     72509,    167273,    167260,    166784
    167477,     72011,     71975,     72451,    167232,    167194,    166718
    167487,     72019,     72018,     72495,    167242,    167244,    166768
    167468,     72008,     71993,     72469,    167224,    167215,    166739
    167478,     72008,     72018,     72495,    167234,    167244,    166768
    167504,     72038,     72032,     72509,    167260,    167260,    166784
    167490,     72027,     71997,     72474,    167246,    167220,    166744
    167525,     72058,     72040,     72516,    167281,    167269,    166793
    167492,     72030,     71981,     72457,    167247,    167201,    166725
    167465,     72000,     71986,     72462,    167220,    167207,    166731
    167531,     72063,     72067,     72543,    167286,    167300,    166824
    167500,     72031,     71983,     72459,    167256,    167203,    166727
    167514,     72049,     72022,     72498,    167269,    167248,    166772
    167520,     72048,     72015,     72491,    167275,    167240,    166764
    167479,     72009,     71974,     72450,    167235,    167193,    166717
    167447,     71982,     71982,     72458,    167203,    167202,    166726
    167529,     72059,     72081,     72557,    167285,    167316,    166840
    167495,     72029,     71980,     72456,    167251,    167200,    166724
    167481,     72015,     71997,     72474,    167237,    167220,    166744
    167446,     71974,     71979,     72456,    167202,    167199,    166723
    167491,     72020,     72049,     72525,    167246,    167279,    166803
    167458,     71993,     71981,     72457,    167214,    167201,    166725
    167487,     72015,     72035,     72511,    167243,    167263,    166787
    167512,     72046,     72031,     72508,    167267,    167259,    166783
    167475,     72015,     71977,     72454,    167231,    167197,    166721
    167507,     72038,     72037,     72514,    167263,    167266,    166790
    167501,     72029,     72004,     72481,    167257,    167228,    166752
    167462,     72001,     71976,     72452,    167218,    167195,    166719
    167538,     72077,     72076,     72552,    167294,    167310,    166834
    167437,     71969,     71922,     72398,    167193,    167133,    166657
    167466,     72003,     72035,     72511,    167222,    167263,    166787
    167509,     72039,     72047,     72523,    167265,    167277,    166801
    167453,     71989,     71961,     72437,    167208,    167178,    166702
    167513,     72046,     72062,     72538,    167269,    167294,    166818
    167483,     72020,     71983,     72460,    167238,    167204,    166728
    167494,     72034,     72019,     72496,    167250,    167245,    166769
    167501,     72038,     72016,     72492,    167256,    167241,    166765
    167477,     72012,     71989,     72465,    167232,    167210,    166734
    167550,     72083,     72073,     72550,    167306,    167307,    166831
    167557,     72086,     72016,     72492,    167312,    167241,    166765
    167479,     72019,     71942,     72418,    167235,    167156,    166680
    167474,     72008,     72005,     72482,    167230,    167229,    166753
    167513,     72053,     72043,     72520,    167269,    167273,    166797
    167495,     72032,     71994,     72470,    167251,    167216,    166740
    167493,     72029,     72008,     72484,    167248,    167232,    166756
    167501,     72035,     72016,     72493,    167256,    167242,    166766
    167531,     72066,     72036,     72512,    167286,    167264,    166788
    167487,     72021,     71971,     72448,    167242,    167190,    166714
    167471,     72003,     71996,     72472,    167226,    167218,    166742
    167515,     72050,     72048,     72524,    167270,    167278,    166802
    167441,     71976,     71945,     72422,    167197,    167160,    166684
    167488,     72022,     72050,     72527,    167244,    167281,    166805
    167524,     72057,     72041,     72517,    167279,    167270,    166794
    167521,     72050,     72007,     72483,    167276,    167231,    166755
    167507,     72036,     71997,     72474,    167263,    167220,    166744
    167524,     72056,     72024,     72501,    167279,    167251,    166775
    167514,     72050,     72001,     72477,    167270,    167224,    166748
    167506,     72042,     72003,     72479,    167262,    167226,    166750
    167543,     72079,     72042,     72518,    167299,    167271,    166795
    167499,     72026,     71971,     72448,    167254,    167190,    166714
    167498,     72033,     72009,     72485,    167253,    167233,    166757
    167509,     72035,     72019,     72496,    167265,    167245,    166769
    167495,     72029,     71997,     72474,    167250,    167220,    166744
    167498,     72026,     72012,     72489,    167253,    167237,    166761
    167511,     72043,     72021,     72497,    167267,    167247,    166771
    167562,     72093,     72054,     72530,    167318,    167285,    166809
    167518,     72054,     71971,     72448,    167274,    167190,    166714
    167534,     72066,     72023,     72500,    167290,    167250,    166774
    167511,     72043,     71989,     72466,    167267,    167211,    166735
    167514,     72040,     72012,     72489,    167269,    167237,    166761
    167485,     72017,     71984,     72461,    167240,    167205,    166729
    167521,     72046,     72041,     72517,    167276,    167270,    166794
    167525,     72057,     72013,     72489,    167280,    167238,    166762
    167518,     72052,     72003,     72480,    167274,    167227,    166751
    167518,     72052,     72010,     72486,    167274,    167234,    166758
    167535,     72066,     72024,     72501,    167291,    167251,    166775
    167486,     72023,     71967,     72443,    167242,    167185,    166709
    167472,     72009,     71997,     72474,    167227,    167220,    166744
    167471,     72006,     72009,     72485,    167227,    167233,    166757
    167538,     72063,     72068,     72544,    167294,    167301,    166825
    167513,     72043,     71988,     72464,    167268,    167209,    166733
    167531,     72060,     72025,     72502,    167287,    167252,    166776
    167489,     72026,     71973,     72449,    167245,    167192,    166716
    167518,     72049,     72035,     72511,    167274,    167263,    166787
    167510,     72044,     72003,     72479,    167266,    167226,    166750
    167541,     72074,     72036,     72513,    167297,    167265,    166789
    167528,     72060,     71998,     72475,    167283,    167221,    166745
    167479,     72015,     71967,     72443,    167234,    167185,    166709
    167508,     72040,     72035,     72511,    167264,    167263,    166787
    167524,     72056,     72023,     72500,    167279,    167250,    166774
    167500,     72032,     71989,     72465,    167256,    167210,    166734
    167491,     72025,     72002,     72478,    167246,    167225,    166749
    167498,     72033,     72016,     72492,    167254,    167241,    166765
    167498,     72034,     72010,     72486,    167254,    167234,    166758
    167492,     72021,     72004,     72481,    167247,    167228,    166752
    167511,     72042,     72026,     72503,    167266,    167253,    166777
    167525,     72053,     72022,     72498,    167281,    167248,    166772
    167542,     72072,     72024,     72501,    167298,    167251,    166775
    167533,     72060,     72002,     72478,    167289,    167225,    166749
    167522,     72048,     72000,     72476,    167278,    167223,    166747
    167481,     72015,     71974,     72450,    167237,    167193,    166717
    167534,     72058,     72056,     72532,    167290,    167287,    166811
    167528,     72053,     72004,     72481,    167283,    167228,    166752
    167544,     72074,     72023,     72500,    167300,    167250,    166774
    167484,     72018,     71957,     72434,    167240,    167174,    166698
