# avg10RB: 0.870722      avg10RE: 1.000000     pct5: 476.000000		
# bytecnt, realBegin, caluAddAvgBegin, caluPct5Begin, realEnd, caluAddAvgEnd, caluPct5End
    167479,     72013,     71997,     72474,    167235,    167220,    166744
    167490,     72021,     72019,     72496,    167246,    167245,    166769
    167437,     71972,     71963,     72440,    167192,    167181,    166705
    167488,     72015,     72054,     72530,    167244,    167285,    166809
    167453,     71989,     71979,     72456,    167209,    167199,    166723
    167482,     72012,     72035,     72511,    167238,    167263,    166787
    167470,     72007,     71999,     72476,    167225,    167222,    166746
    167496,     72027,     72032,     72509,    167252,    167260,    166784
    167504,     72038,     72016,     72493,    167260,    167242,    166766
    167507,     72039,     72012,     72489,    167262,    167237,    166761
    167509,     72042,     72011,     72488,    167265,    167236,    166760
    167493,     72022,     71996,     72472,    167249,    167218,    166742
    167514,     72045,     72028,     72504,    167270,    167255,    166779
    167480,     72010,     71980,     72456,    167235,    167200,    166724
    167472,     72008,     72003,     72479,    167228,    167226,    166750
    167536,     72069,     72065,     72542,    167292,    167298,    166822
    167533,     72068,     72007,     72483,    167289,    167231,    166755
    167499,     72030,     71980,     72456,    167254,    167200,    166724
    167509,     72046,     72018,     72495,    167265,    167244,    166768
    167509,     72038,     72010,     72486,    167264,    167234,    166758
    167496,     72016,     71998,     72475,    167251,    167221,    166745
    167514,     72038,     72025,     72502,    167269,    167252,    166776
    167480,     72005,     71980,     72456,    167235,    167200,    166724
    167483,     72011,     72012,     72489,    167239,    167237,    166761
    167495,     72025,     72020,     72496,    167250,    167246,    166770
    167456,     71988,     71976,     72452,    167211,    167195,    166719
    167470,     72001,     72022,     72498,    167226,    167248,    166772
    167440,     71971,     71983,     72460,    167196,    167204,    166728
    167491,     72022,     72054,     72530,    167247,    167285,    166809
    167466,     72001,     71988,     72464,    167221,    167209,    166733
    167475,     72011,     72017,     72494,    167231,    167243,    166767
    167520,     72054,     72049,     72525,    167276,    167279,    166803
    167502,     72033,     71994,     72470,    167257,    167216,    166740
    167533,     72061,     72036,     72513,    167289,    167265,    166789
    167493,     72024,     71975,     72451,    167249,    167194,    166718
    167486,     72014,     72003,     72480,    167242,    167227,    166751
    167516,     72047,     72036,     72512,    167272,    167264,    166788
    167495,     72024,     71991,     72468,    167250,    167213,    166737
    167498,     72027,     72012,     72489,    167253,    167237,    166761
    167531,     72066,     72038,     72515,    167286,    167267,    166791
    167518,     72049,     71998,     72475,    167274,    167221,    166745
    167494,     72023,     71989,     72465,    167250,    167210,    166734
    167494,     72025,     72010,     72486,    167249,    167234,    166758
    167451,     71981,     71972,     72449,    167207,    167191,    166715
    167507,     72038,     72058,     72535,    167263,    167290,    166814
    167491,     72026,     71996,     72472,    167246,    167218,    166742
    167487,     72024,     72006,     72483,    167243,    167230,    166754
    167478,     72011,     72002,     72478,    167233,    167225,    166749
    167500,     72034,     72029,     72505,    167256,    167256,    166780
    167502,     72030,     72011,     72488,    167258,    167236,    166760
    167457,     71994,     71970,     72447,    167213,    167189,    166713
    167491,     72029,     72039,     72516,    167247,    167268,    166792
    167507,     72040,     72023,     72500,    167263,    167250,    166774
    167530,     72062,     72030,     72506,    167285,    167257,    166781
    167506,     72032,     71989,     72465,    167261,    167210,    166734
    167512,     72042,     72015,     72491,    167268,    167240,    166764
    167473,     72009,     71976,     72452,    167229,    167195,    166719
    167481,     72012,     72016,     72493,    167237,    167242,    166766
    167488,     72018,     72016,     72492,    167244,    167241,    166765
    167476,     72011,     71999,     72476,    167231,    167222,    166746
    167475,     72002,     72009,     72485,    167231,    167233,    166757
    167453,     71988,     71990,     72467,    167208,    167212,    166736
    167512,     72041,     72061,     72537,    167267,    167293,    166817
    167518,     72045,     72015,     72491,    167274,    167240,    166764
    167482,     72005,     71978,     72455,    167237,    167198,    166722
    167486,     72023,     72013,     72489,    167242,    167238,    166762
    167505,     72037,     72026,     72503,    167260,    167253,    166777
    167480,     72011,     71988,     72464,    167236,    167209,    166733
    167510,     72043,     72036,     72512,    167266,    167264,    166788
    167469,     71989,     71974,     72450,    167225,    167193,    166717
    167468,     72002,     72009,     72485,    167224,    167233,    166757
    167523,     72054,     72057,     72534,    167279,    167289,    166813
    167506,     72039,     71995,     72471,    167262,    167217,    166741
    167445,     71984,     71956,     72433,    167201,    167173,    166697
    167481,     72018,     72041,     72517,    167237,    167270,    166794
    167497,     72024,     72023,     72500,    167253,    167250,    166774
    167532,     72061,     72040,     72516,    167288,    167269,    166793
    167496,     72022,     71978,     72455,    167252,    167198,    166722
    167439,     71973,     71960,     72436,    167194,    167177,    166701
    167495,     72033,     72058,     72535,    167250,    167290,    166814
    167480,     72016,     71996,     72473,    167236,    167219,    166743
    167465,     72000,     71996,     72473,    167220,    167219,    166743
    167501,     72034,     72041,     72517,    167257,    167270,    166794
    167467,     72001,     71980,     72456,    167223,    167200,    166724
    167498,     72027,     72036,     72513,    167253,    167265,    166789
    167482,     72016,     71996,     72472,    167237,    167218,    166742
    167452,     71990,     71983,     72460,    167207,    167204,    166728
    167456,     71996,     72013,     72489,    167212,    167238,    166762
    167475,     72009,     72026,     72503,    167230,    167253,    166777
    167507,     72036,     72037,     72514,    167263,    167266,    166790
    167471,     72002,     71978,     72455,    167227,    167198,    166722
    167516,     72047,     72049,     72525,    167272,    167279,    166803
    167472,     71988,     71971,     72448,    167228,    167190,    166714
    167477,     72002,     72014,     72490,    167232,    167239,    166763
    167499,     72024,     72029,     72505,    167255,    167256,    166780
    167459,     71985,     71975,     72451,    167215,    167194,    166718
    167481,     72007,     72029,     72505,    167236,    167256,    166780
    167448,     71982,     71981,     72457,    167204,    167201,    166725
    167479,     72008,     72036,     72513,    167234,    167265,    166789
    167484,     72018,     72014,     72490,    167240,    167239,    166763
    167458,     71988,     71987,     72463,    167214,    167208,    166732
    167485,     72014,     72033,     72510,    167241,    167261,    166785
    167488,     72025,     72012,     72489,    167244,    167237,    166761
    167464,     72000,     71989,     72465,    167220,    167210,    166734
    167490,     72024,     72032,     72509,    167246,    167260,    166784
    167495,     72025,     72014,     72490,    167250,    167239,    166763
    167423,     71963,     71947,     72423,    167179,    167162,    166686
    167470,     72005,     72050,     72527,    167225,    167281,    166805
    167456,     71996,     71997,     72474,    167211,    167220,    166744
    167524,     72062,     72069,     72545,    167280,    167302,    166826
    167511,     72040,     71998,     72475,    167266,    167221,    166745
    167485,     72012,     71987,     72463,    167241,    167208,    166732
    167453,     71991,     71982,     72458,    167209,    167202,    166726
    167473,     72010,     72027,     72503,    167229,    167254,    166778
    167497,     72026,     72030,     72507,    167252,    167258,    166782
    167518,     72052,     72028,     72504,    167274,    167255,    166779
    167495,     72020,     71989,     72466,    167250,    167211,    166735
    167461,     71991,     71980,     72456,    167217,    167200,    166724
    167483,     72017,     72029,     72505,    167239,    167256,    166780
    167500,     72028,     72024,     72501,    167255,    167251,    166775
    167491,     72020,     72002,     72478,    167246,    167225,    166749
    167479,     72015,     71999,     72476,    167234,    167222,    166746
    167511,     72042,     72037,     72514,    167266,    167266,    166790
    167540,     72073,     72035,     72511,    167296,    167263,    166787
    167523,     72056,     71995,     72471,    167279,    167217,    166741
    167493,     72025,     71983,     72460,    167248,    167204,    166728
    167504,     72030,     72019,     72496,    167259,    167245,    166769
    167483,     72020,     71991,     72468,    167239,    167213,    166737
    167466,     71995,     71995,     72471,    167222,    167217,    166741
    167509,     72035,     72047,     72523,    167264,    167277,    166801
    167467,     71997,     71973,     72449,    167222,    167192,    166716
    167477,     72010,     72018,     72495,    167233,    167244,    166768
    167490,     72030,     72021,     72497,    167246,    167247,    166771
    167441,     71972,     71967,     72443,    167197,    167185,    166709
    167449,     71974,     72016,     72493,    167205,    167242,    166766
    167456,     71992,     72016,     72492,    167211,    167241,    166765
    167509,     72032,     72056,     72532,    167264,    167287,    166811
    167450,     71977,     71958,     72435,    167205,    167175,    166699
    167495,     72036,     72049,     72525,    167250,    167279,    166803
    167486,     72021,     72002,     72478,    167242,    167225,    166749
    167493,     72030,     72016,     72492,    167249,    167241,    166765
    167458,     71991,     71979,     72456,    167213,    167199,    166723
    167450,     71984,     72003,     72479,    167206,    167226,    166750
    167484,     72016,     72039,     72516,    167239,    167268,    166792
    167486,     72025,     72011,     72488,    167242,    167236,    166760
    167532,     72066,     72050,     72526,    167288,    167280,    166804
    167508,     72034,     71989,     72465,    167263,    167210,    166734
    167507,     72044,     72009,     72485,    167263,    167233,    166757
    167489,     72023,     71994,     72470,    167245,    167216,    166740
    167473,     72001,     71996,     72472,    167229,    167218,    166742
    167512,     72038,     72043,     72520,    167268,    167273,    166797
    167519,     72049,     72016,     72492,    167274,    167241,    166765
    167492,     72023,     71986,     72462,    167248,    167207,    166731
    167501,     72030,     72017,     72494,    167257,    167243,    166767
    167492,     72029,     72002,     72478,    167248,    167225,    166749
    167450,     71981,     71973,     72449,    167206,    167192,    166716
    167503,     72036,     72056,     72532,    167259,    167287,    166811
    167522,     72053,     72026,     72503,    167277,    167253,    166777
    167488,     72019,     71980,     72456,    167243,    167200,    166724
    167451,     71983,     71977,     72454,    167207,    167197,    166721
    167466,     72000,     72023,     72499,    167222,    167249,    166773
    167536,     72065,     72070,     72547,    167291,    167304,    166828
    167446,     71986,     71931,     72408,    167202,    167144,    166668
    167470,     72002,     72030,     72507,    167225,    167258,    166782
    167448,     71975,     71990,     72467,    167204,    167212,    166736
    167479,     72011,     72036,     72513,    167234,    167265,    166789
    167485,     72017,     72015,     72491,    167240,    167240,    166764
    167498,     72035,     72021,     72497,    167253,    167247,    166771
    167496,     72033,     72008,     72484,    167251,    167232,    166756
    167511,     72036,     72023,     72499,    167267,    167249,    166773
    167493,     72018,     71994,     72470,    167248,    167216,    166740
    167495,     72029,     72011,     72488,    167251,    167236,    166760
    167502,     72043,     72016,     72492,    167257,    167241,    166765
    167507,     72038,     72014,     72490,    167263,    167239,    166763
    167485,     72021,     71990,     72467,    167241,    167212,    166736
    167455,     71990,     71983,     72460,    167210,    167204,    166728
    167527,     72067,     72072,     72549,    167282,    167306,    166830
    167545,     72079,     72025,     72502,    167301,    167252,    166776
    167509,     72041,     71978,     72455,    167264,    167198,    166722
    167473,     72012,     71978,     72455,    167229,    167198,    166722
    167480,     72012,     72016,     72492,    167236,    167241,    166765
    167498,     72032,     72025,     72502,    167254,    167252,    166776
    167508,     72034,     72018,     72495,    167264,    167244,    166768
    167489,     72022,     71993,     72469,    167245,    167215,    166739
    167506,     72037,     72024,     72501,    167262,    167251,    166775
    167464,     72003,     71973,     72449,    167219,    167192,    166716
    167507,     72048,     72047,     72523,    167262,    167277,    166801
    167501,     72035,     72004,     72481,    167256,    167228,    166752
    167473,     72006,     71985,     72462,    167229,    167206,    166730
    167505,     72031,     72037,     72514,    167260,    167266,    166790
    167530,     72058,     72031,     72508,    167286,    167259,    166783
    167489,     72024,     71974,     72450,    167245,    167193,    166717
    167542,     72079,     72056,     72532,    167298,    167287,    166811
    167497,     72025,     71970,     72447,    167252,    167189,    166713
    167539,     72071,     72046,     72523,    167294,    167276,    166800
    167519,     72053,     71992,     72469,    167275,    167214,    166738
    167502,     72037,     71995,     72471,    167257,    167217,    166741
    167519,     72053,     72024,     72501,    167275,    167251,    166775
    167509,     72037,     72001,     72477,    167265,    167224,    166748
    167511,     72037,     72011,     72488,    167267,    167236,    166760
    167481,     72015,     71983,     72460,    167237,    167204,    166728
    167466,     72000,     71996,     72473,    167222,    167219,    166743
    167491,     72020,     72031,     72508,    167246,    167259,    166783
    167496,     72030,     72014,     72490,    167252,    167239,    166763
    167565,     72094,     72070,     72546,    167320,    167303,    166827
    167532,     72060,     71981,     72457,    167288,    167201,    166725
    167496,     72030,     71978,     72455,    167252,    167198,    166722
    167515,     72052,     72026,     72503,    167271,    167253,    166777
    167455,     71987,     71957,     72434,    167210,    167174,    166698
    167511,     72048,     72058,     72535,    167267,    167290,    166814
    167515,     72045,     72013,     72489,    167270,    167238,    166762
    167479,     72020,     71978,     72455,    167234,    167198,    166722
    167464,     71995,     71996,     72473,    167219,    167219,    166743
    167505,     72027,     72045,     72522,    167260,    167275,    166799
    167469,     72004,     71978,     72455,    167225,    167198,    166722
    167460,     71994,     72002,     72478,    167216,    167225,    166749
    167475,     72002,     72023,     72499,    167230,    167249,    166773
    167491,     72023,     72023,     72500,    167246,    167250,    166774
    167506,     72040,     72023,     72499,    167262,    167249,    166773
    167493,     72026,     71998,     72475,    167249,    167221,    166745
    167518,     72052,     72031,     72508,    167273,    167259,    166783
    167487,     72017,     71983,     72459,    167243,    167203,    166727
    167500,     72031,     72021,     72497,    167256,    167247,    166771
    167522,     72051,     72029,     72505,    167277,    167256,    166780
    167525,     72059,     72012,     72489,    167281,    167237,    166761
    167515,     72037,     72001,     72477,    167271,    167224,    166748
    167464,     71999,     71965,     72442,    167220,    167183,    166707
    167469,     71998,     72014,     72490,    167224,    167239,    166763
    167488,     72023,     72026,     72503,    167244,    167253,    166777
    167535,     72069,     72050,     72527,    167291,    167281,    166805
    167474,     72003,     71956,     72433,    167229,    167173,    166697
    167470,     72000,     72006,     72483,    167225,    167230,    166754
    167487,     72019,     72024,     72501,    167242,    167251,    166775
    167505,     72030,     72025,     72502,    167261,    167252,    166776
    167504,     72036,     72009,     72485,    167260,    167233,    166757
    167465,     72003,     71976,     72452,    167220,    167195,    166719
    167445,     71983,     71992,     72469,    167200,    167214,    166738
    167500,     72035,     72057,     72534,    167255,    167289,    166813
    167471,     72004,     71984,     72461,    167227,    167205,    166729
    167479,     72018,     72016,     72493,    167235,    167242,    166766
    167458,     71992,     71991,     72468,    167214,    167213,    166737
    167509,     72048,     72054,     72530,    167264,    167285,    166809
    167506,     72037,     72007,     72483,    167262,    167231,    166755
    167511,     72045,     72014,     72490,    167267,    167239,    166763
    167507,     72041,     72006,     72483,    167262,    167230,    166754
    167542,     72070,     72040,     72516,    167298,    167269,    166793
    167492,     72028,     71966,     72442,    167248,    167184,    166708
    167493,     72024,     72010,     72487,    167249,    167235,    166759
    167511,     72042,     72025,     72502,    167267,    167252,    166776
    167498,     72030,     71998,     72475,    167253,    167221,    166745
    167502,     72031,     72013,     72489,    167257,    167238,    166762
    167472,     72005,     71983,     72460,    167228,    167204,    166728
    167522,     72055,     72053,     72530,    167278,    167284,    166808
    167505,     72037,     71995,     72471,    167261,    167217,    166741
    167482,     72016,     71989,     72466,    167237,    167211,    166735
    167475,     72003,     72003,     72480,    167231,    167227,    166751
    167531,     72062,     72058,     72535,    167287,    167290,    166814
    167547,     72082,     72023,     72500,    167303,    167250,    166774
    167558,     72094,     72019,     72496,    167314,    167245,    166769
    167491,     72025,     71951,     72428,    167247,    167167,    166691
    167497,     72035,     72015,     72491,    167253,    167240,    166764
    167512,     72044,     72023,     72499,    167268,    167249,    166773
    167539,     72064,     72033,     72510,    167295,    167261,    166785
    167527,     72063,     71999,     72476,    167283,    167222,    166746
    167521,     72052,     72004,     72481,    167276,    167228,    166752
    167532,     72066,     72019,     72496,    167288,    167245,    166769
    167523,     72051,     72002,     72478,    167279,    167225,    166749
    167577,     72108,     72057,     72533,    167333,    167288,    166812
    167540,     72070,     71977,     72454,    167295,    167197,    166721
    167522,     72059,     71994,     72470,    167277,    167216,    166740
    167527,     72061,     72014,     72490,    167282,    167239,    166763
    167531,     72066,     72013,     72489,    167286,    167238,    166762
    167500,     72033,     71983,     72459,    167256,    167203,    166727
    167524,     72047,     72030,     72507,    167279,    167258,    166782
    167554,     72080,     72036,     72512,    167309,    167264,    166788
    167492,     72023,     71956,     72432,    167248,    167172,    166696
    167538,     72059,     72050,     72526,    167294,    167280,    166804
    167524,     72056,     71997,     72474,    167279,    167220,    166744
    167535,     72067,     72019,     72496,    167290,    167245,    166769
    167550,     72084,     72023,     72499,    167306,    167249,    166773
    167508,     72041,     71973,     72449,    167264,    167192,    166716
    167529,     72063,     72028,     72504,    167285,    167255,    166779
    167533,     72065,     72013,     72489,    167288,    167238,    166762
    167539,     72071,     72015,     72491,    167294,    167240,    166764
    167504,     72039,     71979,     72456,    167259,    167199,    166723
    167501,     72035,     72007,     72483,    167257,    167231,    166755
    167533,     72064,     72037,     72514,    167288,    167266,    166790
    167523,     72056,     72001,     72477,    167279,    167224,    166748
    167487,     72020,     71978,     72455,    167243,    167198,    166722
    167509,     72045,     72029,     72505,    167265,    167256,    166780
    167516,     72050,     72016,     72492,    167272,    167241,    166765
    167510,     72046,     72004,     72481,    167265,    167228,    166752
    167536,     72069,     72032,     72509,    167292,    167260,    166784
    167515,     72040,     71991,     72468,    167270,    167213,    166737
    167542,     72069,     72033,     72510,    167298,    167261,    166785
    167544,     72077,     72011,     72488,    167300,    167236,    166760
    167521,     72058,     71989,     72466,    167277,    167211,    166735
    167510,     72042,     72000,     72476,    167265,    167223,    166747
    167527,     72055,     72024,     72501,    167283,    167251,    166775
    167491,     72024,     71978,     72455,    167247,    167198,    166722
    167500,     72032,     72017,     72494,    167255,    167243,    166767
    167480,     72012,     71992,     72469,    167235,    167214,    166738
    167484,     72018,     72013,     72489,    167239,    167238,    166762
    167465,     71997,     71993,     72469,    167220,    167215,    166739
    167488,     72021,     72030,     72506,    167244,    167257,    166781
    167474,     72012,     71997,     72474,    167230,    167220,    166744
    167482,     72016,     72016,     72493,    167238,    167242,    166766
    167478,     72014,     72006,     72483,    167234,    167230,    166754
    167489,     72021,     72019,     72496,    167244,    167245,    166769
    167489,     72025,     72010,     72486,    167244,    167234,    166758
    167479,     72011,     72001,     72477,    167234,    167224,    166748
    167499,     72022,     72027,     72503,    167255,    167254,    166778
    167539,     72064,     72044,     72521,    167294,    167274,    166798
    167528,     72059,     72000,     72476,    167283,    167223,    166747
    167498,     72023,     71983,     72460,    167253,    167204,    166728
    167529,     72058,     72036,     72513,    167285,    167265,    166789
    167511,     72039,     71994,     72470,    167267,    167216,    166740
    167504,     72035,     72003,     72480,    167260,    167227,    166751
    167521,     72052,     72024,     72501,    167276,    167251,    166775
    167523,     72053,     72011,     72488,    167279,    167236,    166760
    167511,     72042,     71999,     72476,    167267,    167222,    166746
    167526,     72051,     72023,     72499,    167281,    167249,    166773
    167535,     72065,     72017,     72494,    167291,    167243,    166767
    167476,     72008,     71958,     72435,    167232,    167175,    166699
    167527,     72060,     72054,     72530,    167283,    167285,    166809
    167532,     72067,     72014,     72490,    167287,    167239,    166763
    167488,     72028,     71971,     72448,    167244,    167190,    166714
    167528,     72062,     72044,     72521,    167284,    167274,    166798
    167499,     72031,     71984,     72461,    167254,    167205,    166729
    167484,     72010,     71996,     72473,    167239,    167219,    166743
    167509,     72046,     72031,     72508,    167264,    167259,    166783
    167465,     71994,     71971,     72448,    167220,    167190,    166714
    167483,     72009,     72025,     72502,    167238,    167252,    166776
    167487,     72021,     72013,     72489,    167243,    167238,    166762
    167509,     72042,     72029,     72505,    167264,    167256,    166780
    167509,     72037,     72010,     72486,    167265,    167234,    166758
    167490,     72027,     71993,     72469,    167246,    167215,    166739
    167482,     72016,     72003,     72479,    167238,    167226,    166750
    167504,     72038,     72029,     72505,    167260,    167256,    166780
    167466,     72000,     71976,     72453,    167222,    167196,    166720
    167554,     72091,     72086,     72563,    167310,    167322,    166846
    167527,     72060,     71986,     72462,    167283,    167207,    166731
    167521,     72055,     72004,     72481,    167277,    167228,    166752
    167508,     72036,     71998,     72475,    167264,    167221,    166745
    167545,     72077,     72042,     72518,    167300,    167271,    166795
    167488,     72025,     71960,     72436,    167243,    167177,    166701
    167512,     72044,     72030,     72507,    167267,    167258,    166782
    167506,     72046,     72004,     72481,    167262,    167228,    166752
    167540,     72072,     72039,     72516,    167296,    167268,    166792
    167526,     72059,     71997,     72474,    167282,    167220,    166744
    167510,     72037,     71996,     72472,    167266,    167218,    166742
    167541,     72076,     72036,     72513,    167297,    167265,    166789
    167472,     72000,     71949,     72426,    167228,    167165,    166689
    167497,     72035,     72031,     72508,    167252,    167259,    166783
    167463,     71992,     71980,     72456,    167219,    167200,    166724
    167487,     72024,     72030,     72507,    167243,    167258,    166782
    167473,     72004,     71997,     72474,    167229,    167220,    166744
    167509,     72041,     72041,     72517,    167264,    167270,    166794
    167478,     72010,     71983,     72459,    167233,    167203,    166727
    167493,     72027,     72023,     72499,    167249,    167249,    166773
    167506,     72044,     72021,     72497,    167262,    167247,    166771
    167511,     72044,     72014,     72490,    167267,    167239,    166763
    167508,     72043,     72007,     72483,    167263,    167231,    166755
    167515,     72048,     72016,     72492,    167270,    167241,    166765
    167503,     72039,     71999,     72476,    167258,    167222,    166746
    167501,     72030,     72008,     72484,    167256,    167232,    166756
    167513,     72050,     72020,     72496,    167269,    167246,    166770
    167505,     72039,     72003,     72479,    167260,    167226,    166750
    167480,     72002,     71988,     72464,    167235,    167209,    166733
    167537,     72066,     72059,     72536,    167292,    167291,    166815
    167499,     72027,     71976,     72453,    167255,    167196,    166720
    167473,     72004,     71987,     72463,    167228,    167208,    166732
    167495,     72034,     72029,     72505,    167251,    167256,    166780
    167534,     72062,     72043,     72520,    167290,    167273,    166797
    167522,     72051,     71999,     72476,    167277,    167222,    166746
    167518,     72055,     72006,     72483,    167274,    167230,    166754
    167524,     72054,     72015,     72491,    167280,    167240,    166764
    167486,     72018,     71976,     72453,    167242,    167196,    166720
    167505,     72041,     72026,     72503,    167261,    167253,    166777
    167492,     72030,     71998,     72475,    167248,    167221,    166745
    167490,     72029,     72008,     72484,    167246,    167232,    166756
    167469,     72006,     71991,     72468,    167225,    167213,    166737
    167511,     72050,     72046,     72523,    167267,    167276,    166800
    167510,     72043,     72009,     72485,    167266,    167233,    166757
    167522,     72050,     72020,     72496,    167278,    167246,    166770
    167463,     71996,     71958,     72435,    167219,    167175,    166699
    167476,     72009,     72021,     72497,    167231,    167247,    166771
    167526,     72058,     72053,     72530,    167282,    167284,    166808
    167476,     72015,     71966,     72442,    167232,    167184,    166708
    167504,     72032,     72034,     72510,    167260,    167262,    166786
    167458,     71990,     71969,     72446,    167213,    167188,    166712
    167517,     72047,     72061,     72537,    167273,    167293,    166817
    167488,     72024,     71984,     72461,    167244,    167205,    166729
    167477,     72015,     72000,     72476,    167232,    167223,    166747
    167523,     72058,     72050,     72526,    167279,    167280,    166804
    167488,     72023,     71979,     72456,    167243,    167199,    166723
    167515,     72047,     72033,     72510,    167271,    167261,    166785
    167496,     72031,     71993,     72469,    167252,    167215,    166739
    167470,     72007,     71987,     72463,    167226,    167208,    166732
    167476,     72007,     72015,     72491,    167232,    167240,    166764
    167471,     72008,     72005,     72482,    167227,    167229,    166753
    167516,     72048,     72049,     72525,    167271,    167279,    166803
    167533,     72066,     72024,     72501,    167289,    167251,    166775
    167465,     72000,     71950,     72427,    167220,    167166,    166690
    167537,     72075,     72072,     72549,    167292,    167306,    166830
    167532,     72066,     72005,     72482,    167288,    167229,    166753
    167513,     72040,     71993,     72469,    167269,    167215,    166739
    167479,     72009,     71980,     72456,    167235,    167200,    166724
    167500,     72032,     72028,     72504,    167256,    167255,    166779
    167480,     72012,     71992,     72469,    167235,    167214,    166738
    167522,     72061,     72046,     72523,    167278,    167276,    166800
    167514,     72048,     72003,     72479,    167269,    167226,    166750
    167479,     72008,     71979,     72456,    167234,    167199,    166723
    167525,     72059,     72050,     72526,    167280,    167280,    166804
    167516,     72045,     72002,     72478,    167272,    167225,    166749
    167482,     72015,     71980,     72456,    167237,    167200,    166724
    167519,     72056,     72042,     72518,    167275,    167271,    166795
    167491,     72025,     71985,     72462,    167247,    167206,    166730
    167509,     72044,     72025,     72502,    167264,    167252,    166776
    167523,     72056,     72022,     72498,    167279,    167248,    166772
    167473,     72008,     71966,     72442,    167229,    167184,    166708
    167523,     72051,     72053,     72530,    167279,    167284,    166808
    167507,     72035,     71996,     72472,    167263,    167218,    166742
    167513,     72044,     72015,     72491,    167269,    167240,    166764
    167488,     72021,     71988,     72464,    167243,    167209,    166733
    167522,     72054,     72039,     72516,    167277,    167268,    166792
    167471,     72005,     71965,     72442,    167227,    167183,    166707
    167466,     72001,     72005,     72482,    167221,    167229,    166753
    167495,     72028,     72035,     72511,    167250,    167263,    166787
    167491,     72024,     72006,     72483,    167247,    167230,    166754
    167470,     71998,     71991,     72468,    167226,    167213,    166737
    167505,     72031,     72040,     72516,    167260,    167269,    166793
    167497,     72032,     72003,     72479,    167253,    167226,    166750
    167499,     72030,     72011,     72488,    167254,    167236,    166760
    167532,     72069,     72038,     72515,    167288,    167267,    166791
    167495,     72021,     71977,     72454,    167251,    167197,    166721
    167522,     72053,     72033,     72510,    167278,    167261,    166785
    167504,     72033,     71994,     72470,    167259,    167216,    166740
    167511,     72048,     72016,     72492,    167266,    167241,    166765
    167518,     72051,     72016,     72492,    167273,    167241,    166765
    167483,     72008,     71979,     72456,    167239,    167199,    166723
    167451,     71979,     71982,     72458,    167207,    167202,    166726
    167485,     72010,     72039,     72516,    167241,    167268,    166792
    167476,     72006,     72002,     72478,    167231,    167225,    166749
    167509,     72041,     72038,     72515,    167264,    167267,    166791
    167462,     71991,     71969,     72445,    167217,    167187,    166711
    167497,     72029,     72040,     72516,    167252,    167269,    166793
    167527,     72052,     72036,     72512,    167282,    167264,    166788
    167492,     72024,     71979,     72456,    167247,    167199,    166723
    167499,     72033,     72016,     72492,    167254,    167241,    166765
    167509,     72041,     72018,     72495,    167265,    167244,    166768
    167510,     72042,     72010,     72487,    167265,    167235,    166759
    167496,     72030,     71997,     72474,    167252,    167220,    166744
    167531,     72061,     72040,     72516,    167287,    167269,    166793
    167484,     72012,     71969,     72445,    167239,    167187,    166711
    167562,     72096,     72077,     72554,    167318,    167312,    166836
    167513,     72044,     71967,     72443,    167269,    167185,    166709
    167494,     72026,     71993,     72469,    167250,    167215,    166739
    167509,     72041,     72023,     72499,    167265,    167249,    166773
    167506,     72039,     72007,     72483,    167262,    167231,    166755
    167518,     72050,     72020,     72496,    167273,    167246,    166770
    167513,     72041,     72005,     72482,    167269,    167229,    166753
    167484,     72016,     71984,     72461,    167240,    167205,    166729
    167520,     72052,     72041,     72517,    167275,    167270,    166794
    167529,     72062,     72017,     72494,    167285,    167243,    166767
    167504,     72038,     71988,     72464,    167260,    167209,    166733
    167467,     72001,     71977,     72454,    167223,    167197,    166721
    167504,     72035,     72042,     72518,    167259,    167271,    166795
    167491,     72025,     71998,     72475,    167246,    167221,    166745
    167484,     72009,     72003,     72480,    167240,    167227,    166751
    167503,     72037,     72026,     72503,    167259,    167253,    166777
    167468,     72006,     71979,     72456,    167223,    167199,    166723
    167486,     72015,     72025,     72502,    167241,    167252,    166776
    167479,     72014,     72003,     72480,    167234,    167227,    166751
    167479,     72011,     72010,     72486,    167234,    167234,    166758
    167535,     72069,     72058,     72535,    167291,    167290,    166814
    167511,     72045,     71989,     72465,    167266,    167210,    166734
    167505,     72036,     72004,     72481,    167261,    167228,    166752
    167479,     72015,     71987,     72463,    167234,    167208,    166732
    167509,     72050,     72036,     72512,    167264,    167264,    166788
    167450,     71987,     71958,     72435,    167206,    167175,    166699
    167484,     72017,     72039,     72516,    167240,    167268,    166792
    167496,     72031,     72020,     72496,    167251,    167246,    166770
    167478,     72014,     71994,     72470,    167234,    167216,    166740
    167486,     72023,     72016,     72493,    167242,    167242,    166766
    167490,     72019,     72013,     72489,    167245,    167238,    166762
    167513,     72045,     72030,     72506,    167269,    167257,    166781
    167474,     72009,     71976,     72452,    167229,    167195,    166719
    167466,     71995,     72003,     72479,    167221,    167226,    166750
    167516,     72047,     72053,     72530,    167271,    167284,    166808
    167458,     71996,     71959,     72435,    167213,    167176,    166700
    167487,     72018,     72035,     72511,    167243,    167263,    166787
    167468,     71996,     71993,     72469,    167224,    167215,    166739
    167490,     72014,     72029,     72505,    167246,    167256,    166780
    167504,     72034,     72022,     72498,    167260,    167248,    166772
    167453,     71986,     71965,     72442,    167209,    167183,    166707
